snapshot_id,snapshot_date,product_id,warehouse_id,inventory_on_hand,reorder_point,days_of_supply,week_demand
1253,2023-02-20,112,13,818.3,363.7,12.8,210.2
1254,2024-08-05,85,4,291.7,495.3,3.1,458.7
1255,2025-06-09,88,14,513.1,673.4,4.4,354.5
1256,2023-12-25,42,18,347.7,594.8,3.6,1281.2
1257,2025-06-09,6,2,824.5,643.6,4.4,625.8
1258,2023-06-12,94,3,0.0,158.9,0.0,604.3
1259,2025-01-20,81,16,0.0,521.6,0.0,741.1
1260,2025-05-12,52,2,744.5,269.0,16.4,145.5
1261,2023-09-04,6,11,1189.2,608.4,6.0,1067.3
1262,2023-03-20,31,8,0.0,533.9,0.0,777.5
1263,2024-07-08,72,22,1928.3,1068.9,13.4,1064.9
1264,2023-04-17,42,10,0.0,730.0,0.0,884.3
1265,2025-10-27,22,20,0.0,538.9,0.0,2499.5
1266,2023-12-25,109,12,0.0,561.6,0.0,1278.6
1267,2023-05-15,79,15,1788.5,783.3,24.2,627.7
1268,2025-12-22,44,6,1281.6,748.1,20.3,249.2
1269,2024-02-19,97,11,336.2,196.6,12.3,80.6
1270,2024-05-13,58,5,664.9,718.7,4.6,620.5
1271,2023-06-12,37,2,1898.4,866.2,9.2,889.0
1272,2024-03-18,4,7,193.3,259.3,2.5,417.7
1273,2024-09-30,108,13,0.0,134.0,0.0,210.7
1274,2023-03-20,106,20,501.4,394.7,6.4,685.8
1275,2025-09-29,31,9,693.0,597.6,5.2,477.0
1276,2025-09-29,11,12,772.4,1526.5,2.3,1655.7
1277,2023-02-20,33,13,50.5,18.6,10.6,32.5
1278,2024-12-23,31,4,1539.5,459.4,11.1,440.5
1279,2025-09-01,3,4,0.0,401.0,0.0,1883.7
1280,2023-09-04,93,3,507.8,166.2,12.2,282.6
1281,2024-02-19,119,9,54.0,205.1,1.3,364.9
1282,2024-10-28,101,9,137.3,48.6,9.6,149.8
1283,2023-10-02,72,5,183.5,533.9,2.6,723.5
1284,2025-05-12,55,13,966.3,558.6,6.6,1572.7
1285,2025-02-17,79,9,1888.2,1022.0,15.9,422.0
1286,2024-05-13,15,19,1379.9,1489.0,11.6,401.4
1287,2024-04-15,58,1,3368.5,1659.8,11.4,1475.8
1288,2024-07-08,67,1,710.1,619.4,6.1,806.1
1289,2024-09-02,35,1,1345.3,1465.1,3.3,2655.6
1290,2025-09-29,9,2,0.0,413.2,0.0,1547.3
1291,2024-09-30,54,13,425.8,325.4,5.2,517.5
1292,2023-11-27,87,3,0.0,669.2,0.0,2074.7
1293,2025-09-29,25,4,216.2,127.9,5.5,278.5
1294,2024-03-18,32,6,233.6,62.7,12.2,107.4
1295,2025-04-14,113,2,1205.3,532.0,12.8,496.2
1296,2025-04-14,65,19,931.9,1189.3,7.7,690.4
1297,2025-02-17,75,21,475.1,716.5,3.1,649.4
1298,2025-06-09,18,3,1870.3,698.6,10.0,1169.9
1299,2023-05-15,117,16,0.0,313.3,0.0,519.5
1300,2023-09-04,16,22,889.3,497.8,11.1,438.8
1301,2025-06-09,42,16,534.8,369.8,6.1,451.3
1302,2023-01-01,96,12,1225.7,675.2,8.6,734.2
1303,2024-10-28,119,4,402.1,191.6,8.4,215.6
1304,2025-09-01,94,3,0.0,158.9,0.0,410.9
1305,2023-08-07,105,2,2175.7,1354.8,16.5,482.9
1306,2025-03-17,17,21,712.5,440.3,15.2,338.3
1307,2024-04-15,94,3,83.8,158.9,2.1,263.7
1308,2023-01-01,30,9,186.8,181.7,3.6,508.7
1309,2024-07-08,117,22,637.1,359.7,8.2,485.7
1310,2025-12-22,104,11,329.3,329.9,10.6,186.6
1311,2024-09-30,15,19,1624.5,1489.0,13.6,947.1
1312,2024-08-05,89,1,867.6,772.4,5.2,799.1
1313,2025-03-17,102,9,143.9,564.5,2.9,523.3
1314,2023-01-01,38,8,720.4,362.2,9.7,371.0
1315,2024-11-25,103,12,308.3,190.5,6.7,203.9
1316,2023-04-17,21,6,485.9,270.2,8.2,327.9
1317,2024-10-28,48,18,0.0,1409.9,0.0,4563.3
1318,2025-02-17,4,7,956.2,259.3,12.6,345.0
1319,2024-06-10,5,7,1527.9,662.3,11.4,567.2
1320,2025-02-17,38,9,876.0,352.5,10.6,278.3
1321,2025-07-07,15,4,5782.7,1135.1,38.0,599.4
1322,2023-11-27,117,16,349.6,313.3,6.7,428.9
1323,2025-05-12,13,20,184.5,389.2,4.0,386.2
1324,2025-07-07,29,8,0.0,595.2,0.0,344.0
1325,2025-04-14,29,8,146.5,595.2,2.5,281.0
1326,2023-01-01,18,4,3750.6,1910.1,11.4,1544.9
1327,2024-04-15,29,17,289.4,491.1,4.0,243.7
1328,2025-04-14,75,18,1031.8,390.6,8.8,380.8
1329,2024-11-25,110,19,494.3,181.8,19.7,144.3
1330,2023-10-30,108,21,245.2,308.9,6.5,259.5
1331,2023-09-04,73,18,1554.0,767.1,23.5,369.5
1332,2025-09-01,102,3,23.9,355.5,0.8,314.9
1333,2025-11-24,41,20,753.3,199.2,13.1,359.8
1334,2023-04-17,33,20,94.8,48.2,9.9,93.2
1335,2023-09-04,2,8,554.4,976.7,3.2,901.4
1336,2024-02-19,55,8,1532.9,1018.9,7.4,1605.7
1337,2023-12-25,58,21,0.0,1007.7,0.0,5585.0
1338,2024-06-10,94,14,549.0,425.2,6.8,387.3
1339,2024-05-13,68,10,1909.9,1023.2,7.1,1787.3
1340,2024-05-13,99,12,521.1,590.7,3.4,1544.2
1341,2024-01-22,73,17,927.7,586.1,11.2,503.2
1342,2024-05-13,37,17,1273.7,941.6,7.5,1006.8
1343,2025-05-12,71,6,0.0,580.0,0.0,472.1
1344,2024-05-13,98,12,731.6,368.3,7.0,361.8
1345,2024-11-25,20,20,1125.8,2225.0,5.4,1820.9
1346,2023-01-01,38,19,639.1,333.6,7.3,735.2
1347,2023-04-17,33,4,54.3,45.7,6.2,91.2
1348,2024-04-15,2,6,2449.3,1255.7,14.9,847.2
1349,2023-12-25,32,5,44.8,58.9,2.9,171.0
1350,2023-02-20,98,6,503.9,282.2,7.4,676.5
1351,2024-10-28,54,10,2127.9,557.4,12.4,1074.0
1352,2025-02-17,24,1,5.8,153.0,0.2,179.2
1353,2025-11-24,38,4,0.0,520.8,0.0,2103.0
1354,2025-04-14,42,4,1034.8,709.3,7.6,883.9
1355,2024-10-28,109,21,441.3,641.1,3.4,1436.7
1356,2024-02-19,119,12,549.8,260.6,10.8,343.8
1357,2025-09-01,48,18,2640.8,1409.9,10.4,1191.9
1358,2023-03-20,118,1,986.4,799.9,13.0,708.4
1359,2024-09-30,24,1,0.0,153.0,0.0,349.8
1360,2024-11-25,71,22,236.1,490.0,3.2,929.7
1361,2023-02-20,36,13,259.5,197.4,15.1,128.0
1362,2023-07-10,15,2,0.0,1277.7,0.0,517.4
1363,2024-11-25,44,2,1132.5,707.7,12.4,347.4
1364,2025-04-14,52,11,340.0,249.7,7.4,170.2
1365,2024-05-13,110,21,326.9,397.8,10.7,156.3
1366,2025-01-20,8,19,0.0,1069.6,0.0,3344.2
1367,2025-08-04,111,7,0.0,1032.1,0.0,2384.9
1368,2023-03-20,67,10,883.3,486.0,7.2,956.3
1369,2025-09-29,94,2,388.8,421.7,4.6,375.0
1370,2023-11-27,45,4,727.4,506.2,5.3,1015.2
1371,2025-02-17,8,13,567.1,596.3,4.6,738.2
1372,2025-06-09,98,12,981.3,368.3,9.4,428.8
1373,2024-05-13,88,14,429.3,673.4,3.7,1340.1
1374,2023-12-25,15,22,0.0,1475.2,0.0,3205.2
1375,2023-05-15,42,4,1028.9,709.3,7.5,1596.3
1376,2023-12-25,93,3,218.2,166.2,5.2,189.3
1377,2024-09-02,37,17,1133.2,941.6,6.7,1505.3
1378,2024-02-19,66,3,78.8,58.9,5.0,104.7
1379,2023-10-30,72,5,1524.6,533.9,21.5,497.7
1380,2025-01-20,54,12,1061.3,644.6,6.3,847.2
1381,2023-09-04,33,10,0.0,34.2,0.0,93.1
1382,2023-02-20,106,21,359.6,466.9,4.8,322.2
1383,2025-03-17,37,19,1917.6,664.7,12.0,781.1
1384,2025-01-20,39,8,796.9,517.8,8.7,339.2
1385,2023-09-04,28,4,165.6,1912.3,0.8,1324.0
1386,2025-01-20,10,13,118.3,173.3,3.7,346.8
1387,2023-05-15,31,4,761.2,459.4,5.5,487.0
1388,2025-03-17,29,17,956.9,491.1,13.1,471.4
1389,2024-08-05,43,9,616.1,205.7,9.8,351.7
1390,2025-07-07,1,1,3023.4,1806.9,16.9,957.5
1391,2023-07-10,64,5,227.9,349.7,3.0,341.0
1392,2025-02-17,82,3,77.1,177.7,1.9,139.4
1393,2023-02-20,117,16,34.3,313.3,0.7,343.6
1394,2025-10-27,28,13,1501.2,699.4,13.6,287.1
1395,2025-08-04,22,9,1595.6,632.9,14.5,388.6
1396,2024-12-23,44,3,0.0,403.1,0.0,2039.8
1397,2024-11-25,72,2,2098.6,1419.0,16.1,684.2
1398,2023-03-20,99,15,728.9,238.1,9.0,374.7
1399,2023-11-27,43,9,0.0,205.7,0.0,1406.0
1400,2025-09-29,81,5,0.0,454.2,0.0,920.4
1401,2025-01-20,36,19,353.4,243.9,11.2,179.2
1402,2023-07-10,9,17,858.2,366.3,11.5,331.2
1403,2025-04-14,93,9,299.6,384.0,4.4,752.4
1404,2025-02-17,87,22,3050.0,941.8,9.8,1254.7
1405,2023-01-23,63,19,3284.5,875.5,23.9,391.9
1406,2023-09-04,36,6,577.4,320.6,21.8,94.5
1407,2023-01-01,49,11,1751.1,714.9,7.7,1134.5
1408,2023-09-04,78,17,1093.6,696.7,6.5,652.1
1409,2024-03-18,32,2,231.9,114.9,7.9,102.6
1410,2023-06-12,91,21,1663.7,969.8,16.6,403.6
1411,2025-03-17,29,7,629.9,727.9,8.6,377.6
1412,2024-09-30,13,15,154.2,263.7,6.3,288.1
1413,2024-06-10,87,22,1951.1,941.8,6.3,2353.6
1414,2023-09-04,80,18,752.1,413.2,11.1,222.7
1415,2024-05-13,31,21,2053.2,740.0,15.3,420.7
1416,2023-08-07,24,4,268.9,122.2,8.9,60.9
1417,2025-03-17,106,7,529.5,319.4,8.5,450.9
1418,2023-11-27,41,8,303.0,139.2,7.9,178.4
1419,2025-05-12,71,15,889.7,306.2,27.2,126.5
1420,2025-08-04,6,7,1645.7,555.5,9.4,471.0
1421,2025-07-07,106,1,497.8,285.9,6.5,631.3
1422,2023-12-25,66,18,0.0,135.4,0.0,284.2
1423,2025-04-14,67,2,0.0,762.4,0.0,976.8
1424,2025-04-14,100,4,37.9,87.1,1.8,72.3
1425,2023-09-04,106,17,675.2,415.2,10.3,442.9
1426,2024-10-28,45,5,535.9,396.7,7.0,506.5
1427,2023-12-25,118,15,178.9,433.3,4.6,462.7
1428,2023-05-15,111,22,897.4,1560.6,2.7,1344.5
1429,2025-09-29,6,7,606.8,555.5,3.5,1984.6
1430,2025-09-01,86,7,1759.9,706.6,11.0,642.6
1431,2023-11-27,45,9,413.0,399.5,3.6,851.6
1432,2024-05-13,64,19,407.8,773.5,3.0,1057.4
1433,2023-10-02,45,13,0.0,404.1,0.0,790.5
1434,2024-01-22,36,14,561.2,271.1,16.8,186.0
1435,2024-05-13,109,12,1882.9,561.6,13.5,352.8
1436,2023-10-02,4,7,718.8,259.3,9.4,406.4
1437,2025-09-01,4,10,1086.0,403.1,12.5,372.4
1438,2025-01-20,36,14,426.4,271.1,12.8,215.7
1439,2025-10-27,55,16,2071.9,687.4,10.8,539.9
1440,2023-01-01,102,10,988.4,505.5,15.8,197.4
1441,2023-10-30,87,12,0.0,1280.6,0.0,2499.1
1442,2024-09-02,9,16,356.8,331.5,6.0,420.2
1443,2023-01-01,33,21,32.2,44.9,3.6,77.4
1444,2023-03-20,88,17,704.9,384.0,6.5,1217.8
1445,2025-05-12,95,11,1343.0,1530.3,6.6,947.1
1446,2025-04-14,12,21,2512.3,1289.8,9.7,1150.2
1447,2023-01-23,40,2,4308.7,1732.1,28.4,526.0
1448,2023-10-02,16,20,1018.8,438.7,11.5,344.2
1449,2024-12-23,54,12,724.2,644.6,4.3,1271.2
1450,2024-01-22,74,18,2745.8,975.1,9.1,782.2
1451,2024-01-22,93,22,0.0,361.6,0.0,615.2
1452,2024-09-30,109,17,0.0,573.9,0.0,2407.2
1453,2023-07-10,84,12,53.2,304.8,0.7,955.7
1454,2024-08-05,52,2,461.0,269.0,10.1,354.3
1455,2023-11-27,120,6,244.2,270.0,3.8,364.3
1456,2023-01-23,75,6,1381.9,478.2,13.1,352.4
1457,2023-08-07,114,17,65.9,244.1,1.0,362.7
1458,2025-10-27,119,7,280.5,187.2,5.9,225.0
1459,2023-01-01,95,15,1019.7,1109.1,9.5,416.3
1460,2024-11-25,22,9,621.1,632.9,5.6,1110.8
1461,2023-01-01,118,5,490.7,403.0,12.3,137.8
1462,2025-08-04,43,18,655.8,271.1,10.7,227.7
1463,2024-11-25,17,19,412.8,339.3,11.0,180.3
1464,2025-11-24,86,10,1711.1,817.9,9.2,1611.1
1465,2023-01-01,60,6,806.7,284.3,12.9,426.7
1466,2025-06-09,95,13,1119.0,765.0,11.0,750.4
1467,2024-12-23,76,3,23.5,62.2,4.3,47.3
1468,2023-02-20,39,10,514.8,782.6,3.6,296.8
1469,2025-07-07,40,12,2061.9,1553.8,13.5,495.8
1470,2025-10-27,83,5,187.7,480.5,1.2,340.4
1471,2024-07-08,20,2,4626.0,1549.4,21.9,1190.7
1472,2024-12-23,73,17,878.4,586.1,10.6,379.0
1473,2025-01-20,33,19,0.0,34.3,0.0,59.5
1474,2025-03-17,104,13,0.0,141.2,0.0,166.7
1475,2023-09-04,58,21,1214.0,1007.7,4.2,1325.9
1476,2024-06-10,29,1,1175.1,830.6,13.9,549.1
1477,2025-12-22,109,17,854.3,573.9,7.5,882.6
1478,2023-02-20,9,13,54.8,183.0,1.3,211.8
1479,2023-04-17,10,8,534.5,284.0,10.5,267.2
1480,2023-12-25,103,12,372.8,190.5,8.2,200.6
1481,2023-12-25,44,6,733.8,748.1,11.6,244.1
1482,2024-11-25,80,5,321.5,179.0,6.6,346.2
1483,2024-09-02,93,17,0.0,275.5,0.0,452.0
1484,2025-12-22,45,12,818.6,776.7,5.4,1966.0
1485,2024-12-23,51,20,0.0,308.4,0.0,1063.4
1486,2025-04-14,72,15,1225.0,640.8,17.9,271.1
1487,2023-10-02,61,19,459.5,140.7,24.2,48.5
1488,2023-01-01,71,15,590.0,306.2,18.0,192.1
1489,2024-01-22,39,4,0.0,711.6,0.0,1654.4
1490,2023-02-20,50,15,1674.7,694.9,13.3,591.0
1491,2024-09-30,17,7,566.1,463.3,13.8,133.8
1492,2024-06-10,17,16,72.7,316.5,2.1,156.4
1493,2023-12-25,55,8,2227.0,1018.9,10.7,1857.3
1494,2024-10-28,86,13,759.3,501.9,7.8,649.7
1495,2025-01-20,61,22,584.6,234.9,25.2,95.9
1496,2023-10-02,71,13,314.7,310.5,9.4,76.5
1497,2025-01-20,51,20,682.1,308.4,17.6,113.3
1498,2023-03-20,110,5,95.7,135.6,5.5,157.4
1499,2023-09-04,93,2,357.9,522.4,4.2,891.0
1500,2024-07-08,19,19,334.6,292.9,6.1,362.0
1501,2025-09-29,63,1,3103.7,1056.9,19.0,744.3
1502,2024-02-19,101,3,97.9,40.3,11.3,40.0
1503,2024-09-30,53,20,0.0,813.5,0.0,2311.8
1504,2024-07-08,6,11,1718.9,608.4,8.7,733.1
1505,2023-10-30,70,13,22.5,264.0,1.0,245.3
1506,2023-01-01,106,1,642.1,285.9,8.4,758.0
1507,2023-04-17,3,19,0.0,474.2,0.0,524.2
1508,2023-11-27,77,19,356.8,455.8,9.1,500.5
1509,2024-06-10,2,14,1281.8,1629.8,6.0,1965.6
1510,2023-01-23,6,2,760.7,643.6,4.1,569.0
1511,2024-10-28,87,12,2683.2,1280.6,9.1,1536.6
1512,2025-03-17,84,7,435.1,355.2,7.3,492.4
1513,2025-06-09,84,11,510.1,394.2,7.9,304.9
1514,2025-02-17,88,17,118.7,384.0,1.1,691.6
1515,2023-02-20,74,9,4597.5,1692.3,14.4,1220.7
1516,2023-01-01,43,22,619.7,302.8,7.7,336.1
1517,2023-04-17,33,11,4.5,41.0,0.5,52.0
1518,2024-10-28,83,5,152.3,480.5,1.0,1324.1
1519,2025-09-01,6,14,452.9,709.1,2.5,478.0
1520,2025-04-14,6,22,511.7,1069.3,2.2,1288.4
1521,2023-11-27,19,5,233.7,159.0,7.2,262.8
1522,2023-10-02,106,16,480.7,204.2,8.8,417.8
1523,2024-08-05,82,3,114.8,177.7,2.8,167.4
1524,2024-06-10,116,11,2335.1,1144.2,22.0,312.1
1525,2025-09-01,88,16,515.3,500.6,6.5,784.2
1526,2025-06-09,62,2,206.1,684.2,1.3,720.1
1527,2025-06-09,32,11,62.1,126.0,2.1,108.9
1528,2025-04-14,4,4,0.0,346.1,0.0,921.2
1529,2024-03-18,24,17,211.2,91.8,6.9,74.1
1530,2023-08-07,15,2,3560.3,1277.7,19.9,570.6
1531,2024-08-05,66,13,44.0,73.2,2.6,129.5
1532,2025-09-01,74,2,0.0,1363.0,0.0,3265.6
1533,2024-11-25,42,16,472.5,369.8,5.3,445.8
1534,2023-12-25,114,19,104.0,196.6,1.5,759.1
1535,2024-07-08,62,22,1779.5,601.0,11.5,525.7
1536,2023-10-02,80,5,0.0,179.0,0.0,248.8
1537,2023-06-12,94,4,109.1,430.0,1.4,591.9
1538,2025-07-07,79,1,0.0,1101.9,0.0,529.3
1539,2025-11-24,56,4,2765.8,1786.3,11.9,2105.8
1540,2024-06-10,56,13,1890.9,1088.1,16.7,923.7
1541,2024-10-28,78,15,0.0,498.7,0.0,620.5
1542,2023-10-02,38,8,270.5,362.2,3.7,605.7
1543,2023-09-04,37,19,0.0,664.7,0.0,1092.5
1544,2025-10-27,61,7,264.9,135.8,14.0,176.0
1545,2023-10-30,37,16,1569.1,526.6,12.6,748.2
1546,2023-01-23,66,12,418.5,162.4,12.7,217.3
1547,2025-12-22,29,9,836.0,636.4,12.5,691.1
1548,2025-07-07,72,12,242.9,1202.3,1.6,1554.1
1549,2024-12-23,98,13,0.0,216.2,0.0,433.8
1550,2023-06-12,18,5,2287.8,696.6,12.4,703.2
1551,2023-12-25,103,1,276.3,201.6,6.9,349.5
1552,2024-09-30,98,20,512.1,541.1,5.6,500.7
1553,2024-08-05,120,12,594.7,349.9,6.3,533.0
1554,2023-09-04,61,12,572.4,246.1,25.4,98.9
1555,2024-01-22,37,19,968.7,664.7,6.1,1215.8
1556,2023-10-30,64,16,702.4,632.1,6.6,308.4
1557,2023-07-10,42,2,86.2,695.6,0.7,643.2
1558,2023-07-10,57,7,938.4,1060.7,10.1,208.2
1559,2023-10-02,112,16,0.0,416.6,0.0,656.3
1560,2024-01-22,94,9,309.2,262.3,4.7,544.9
1561,2024-03-18,56,19,904.2,1707.1,4.8,1964.4
1562,2023-01-23,32,6,145.3,62.7,7.6,109.4
1563,2023-10-30,82,4,1052.6,332.9,11.5,249.8
1564,2023-11-27,74,9,3342.5,1692.3,10.5,2118.8
1565,2025-01-20,29,7,565.7,727.9,7.7,445.4
1566,2023-06-12,92,2,1541.1,888.4,8.1,736.9
1567,2023-05-15,108,7,175.0,387.9,5.1,269.5
1568,2024-04-15,66,3,0.0,58.9,0.0,118.9
1569,2023-08-07,62,20,1157.1,806.3,7.0,1467.7
1570,2025-10-27,7,17,276.4,125.9,10.9,134.7
1571,2024-12-23,54,6,918.7,523.7,8.4,1109.1
1572,2024-07-08,26,10,437.1,419.3,4.2,511.3
1573,2025-07-07,28,19,2144.0,1650.5,12.9,639.9
1574,2023-06-12,97,14,159.8,182.5,5.7,122.3
1575,2023-10-30,20,2,0.0,1549.4,0.0,858.5
1576,2025-06-09,34,7,914.9,308.4,15.9,194.1
1577,2025-09-01,52,4,75.5,192.6,1.6,411.4
1578,2024-06-10,15,12,3281.4,1692.1,17.9,836.1
1579,2023-04-17,50,9,770.8,1127.9,4.2,1020.0
1580,2025-10-27,44,2,0.0,707.7,0.0,588.9
1581,2024-07-08,4,22,336.2,438.1,4.0,405.5
1582,2024-01-22,8,20,0.0,877.3,0.0,1543.5
1583,2023-08-07,79,15,250.0,783.3,3.4,519.1
1584,2023-01-01,51,14,544.2,302.3,13.5,220.5
1585,2023-11-27,12,16,0.0,1131.1,0.0,1985.8
1586,2024-08-05,41,13,145.3,157.4,5.5,108.9
1587,2023-01-01,52,11,255.5,249.7,5.6,267.3
1588,2024-09-30,1,21,0.0,1709.9,0.0,638.5
1589,2025-12-22,61,7,116.7,135.8,6.2,182.4
1590,2025-01-20,17,12,0.0,496.5,0.0,591.0
1591,2025-02-17,53,19,1051.0,889.9,4.7,711.3
1592,2025-07-07,46,12,381.2,217.0,13.9,120.8
1593,2025-06-09,104,13,304.1,141.2,19.0,73.6
1594,2023-03-20,80,18,56.3,413.2,0.8,984.7
1595,2023-10-02,109,12,0.0,561.6,0.0,2042.1
1596,2024-08-05,107,22,902.2,360.1,10.8,712.0
1597,2025-11-24,30,18,0.0,210.3,0.0,328.2
1598,2023-04-17,30,6,68.0,155.6,1.7,331.2
1599,2025-03-17,81,11,0.0,890.7,0.0,1242.9
1600,2024-11-25,37,15,620.4,420.1,6.4,727.6
1601,2025-04-14,17,1,1106.6,420.1,25.0,261.7
1602,2023-02-20,112,18,433.6,562.2,4.4,399.8
1603,2024-08-05,87,22,2288.1,941.8,7.3,2016.6
1604,2023-04-17,34,4,211.0,371.8,3.3,181.2
1605,2025-08-04,18,2,1408.0,1168.3,3.5,987.0
1606,2024-09-30,108,21,622.9,308.9,16.5,213.3
1607,2024-02-19,15,8,1763.2,1145.8,14.6,297.7
1608,2025-12-22,81,22,0.0,723.9,0.0,4022.0
1609,2024-09-02,34,6,417.9,284.3,9.3,301.8
1610,2025-08-04,111,17,3059.5,1696.4,10.6,1453.5
1611,2025-01-20,14,3,110.2,112.4,7.5,49.9
1612,2025-02-17,15,22,879.2,1475.2,5.7,476.3
1613,2023-06-12,44,22,830.3,613.7,9.1,654.1
1614,2025-02-17,52,2,205.2,269.0,4.5,119.8
1615,2025-08-04,35,1,1173.9,1465.1,2.8,1671.2
1616,2023-01-01,45,5,538.9,396.7,7.1,302.8
1617,2024-08-05,17,19,1427.2,339.3,38.1,161.6
1618,2023-01-23,98,6,478.1,282.2,7.0,420.8
1619,2024-06-10,45,3,845.5,225.7,11.1,276.7
1620,2025-05-12,104,9,638.8,296.0,23.3,113.8
1621,2024-09-02,85,19,0.0,443.0,0.0,569.1
1622,2024-07-08,67,6,0.0,460.8,0.0,727.4
1623,2023-09-04,28,19,2076.2,1650.5,12.5,1179.0
1624,2023-10-30,9,2,573.1,413.2,6.5,286.0
1625,2025-08-04,45,4,1691.1,506.2,12.3,539.8
1626,2023-02-20,80,5,297.2,179.0,6.1,139.0
1627,2025-10-27,73,17,0.0,586.1,0.0,748.4
1628,2024-02-19,50,9,1894.0,1127.9,10.2,666.7
1629,2023-08-07,25,18,18.7,133.2,0.6,174.6
1630,2023-05-15,17,7,752.7,463.3,18.4,131.8
1631,2023-10-02,10,3,446.6,197.3,14.2,174.3
1632,2024-04-15,117,3,0.0,119.3,0.0,347.4
1633,2024-04-15,36,14,968.2,271.1,29.0,173.3
1634,2023-03-20,119,16,14.5,178.9,0.4,246.9
1635,2025-08-04,117,3,334.7,119.3,9.5,212.0
1636,2025-05-12,1,13,1422.7,670.2,16.0,420.3
1637,2023-07-10,106,17,250.9,415.2,3.8,675.2
1638,2024-06-10,45,11,1105.3,663.7,7.5,447.4
1639,2025-03-17,104,12,0.0,282.7,0.0,266.4
1640,2025-09-29,84,5,162.8,203.2,4.8,138.7
1641,2025-01-20,92,2,122.9,888.4,0.6,814.6
1642,2025-12-22,109,21,1750.1,641.1,13.4,932.2
1643,2023-07-10,4,21,116.8,303.6,1.4,860.6
1644,2023-10-02,98,19,93.9,333.6,1.2,610.0
1645,2025-12-22,3,19,0.0,474.2,0.0,1044.5
1646,2024-09-02,76,6,137.8,89.5,17.2,31.2
1647,2025-12-22,35,9,2005.6,1702.5,5.6,2529.0
1648,2025-08-04,38,4,0.0,520.8,0.0,696.6
1649,2024-04-15,43,9,267.7,205.7,4.2,150.1
1650,2023-08-07,18,18,0.0,1145.8,0.0,2665.0
1651,2023-01-01,107,12,618.9,304.1,7.4,506.3
1652,2024-07-08,37,15,1252.2,420.1,12.9,461.1
1653,2025-06-09,22,18,175.4,568.2,1.8,394.8
1654,2025-05-12,108,21,0.0,308.9,0.0,454.6
1655,2023-10-30,32,3,11.4,47.1,0.8,76.7
1656,2025-03-17,44,1,824.6,777.2,10.1,320.2
1657,2025-04-14,42,2,1468.5,695.6,11.3,763.8
1658,2025-09-29,83,5,0.0,480.5,0.0,958.7
1659,2023-09-04,69,2,321.4,341.4,3.7,683.1
1660,2023-09-04,13,8,420.8,295.2,11.1,217.0
1661,2025-06-09,55,11,602.2,1351.3,2.3,1493.8
1662,2025-10-27,7,22,182.8,121.7,5.7,140.3
1663,2023-07-10,79,15,2318.1,783.3,31.4,208.2
1664,2023-01-01,61,5,136.3,84.0,13.4,24.9
1665,2024-06-10,3,5,1034.9,388.2,15.8,232.9
1666,2024-05-13,117,16,443.7,313.3,8.5,427.6
1667,2023-01-01,85,4,1115.9,495.3,11.9,452.5
1668,2024-09-30,86,10,744.3,817.9,4.0,796.5
1669,2025-11-24,115,8,955.2,1539.3,6.8,949.1
1670,2023-10-30,49,4,924.0,880.7,4.2,1971.1
1671,2025-01-20,76,6,189.3,89.5,23.6,31.3
1672,2025-03-17,2,8,0.0,976.7,0.0,2604.5
1673,2025-08-04,81,22,17.6,723.9,0.1,929.0
1674,2023-11-27,26,7,840.9,427.3,8.9,663.8
1675,2023-11-27,108,7,385.0,387.9,11.3,147.4
1676,2025-12-22,15,19,747.1,1489.0,6.3,1597.5
1677,2024-05-13,75,13,123.5,372.2,1.6,757.3
1678,2024-06-10,41,15,87.8,127.5,3.0,240.9
1679,2023-02-20,117,22,0.0,359.7,0.0,1107.7
1680,2024-01-22,36,9,190.7,270.4,6.4,144.8
1681,2023-03-20,53,1,0.0,1454.6,0.0,5620.1
1682,2023-12-25,16,22,1009.1,497.8,12.6,323.9
1683,2024-08-05,103,4,562.1,247.2,13.4,142.4
1684,2023-02-20,10,3,391.8,197.3,12.5,203.1
1685,2024-09-02,7,17,209.9,125.9,8.2,170.6
1686,2025-07-07,94,9,123.4,262.3,1.9,229.6
1687,2025-06-09,119,4,469.2,191.6,9.8,229.6
1688,2024-10-28,102,8,0.0,473.0,0.0,249.4
1689,2023-08-07,3,1,1106.8,436.8,9.2,652.7
1690,2024-11-25,19,5,0.0,159.0,0.0,505.7
1691,2025-06-09,64,19,0.0,773.5,0.0,988.1
1692,2024-04-15,14,1,238.6,208.3,8.8,140.6
1693,2023-01-01,94,18,57.5,250.0,0.9,714.6
1694,2023-04-17,71,7,150.7,579.4,2.6,374.0
1695,2024-02-19,76,7,58.6,79.9,5.8,74.9
1696,2023-01-23,10,8,0.0,284.0,0.0,646.8
1697,2024-08-05,47,18,1845.9,1163.9,8.8,1424.9
1698,2024-02-19,34,19,625.9,260.5,10.6,290.7
1699,2025-09-29,48,21,0.0,1867.9,0.0,4041.5
1700,2025-09-01,33,11,66.2,41.0,7.6,58.9
1701,2024-10-28,115,10,1626.5,1992.9,8.8,2075.0
1702,2023-05-15,79,1,0.0,1101.9,0.0,1415.2
1703,2023-02-20,111,7,224.1,1032.1,0.8,3625.4
1704,2023-10-30,41,18,348.9,151.0,8.8,272.1
1705,2023-10-02,45,16,0.0,506.6,0.0,1729.0
1706,2023-05-15,58,21,805.3,1007.7,2.8,2151.8
1707,2025-08-04,118,6,31.6,550.0,0.6,341.0
