shipment_id,warehouse_id,supplier_id,transport_mode_id,ship_date,promised_delivery_date,actual_delivery_date,n_orders,total_qty,distance_km,shipping_cost,is_otif
5939,19,25,4,2023-07-04,2023-07-16,2023-07-16,1,449.0,2374.2,23282.35,1
5940,17,31,4,2025-06-17,2025-06-30,2025-06-30,1,166.0,1203.0,8443.9,1
5941,3,4,3,2025-08-20,2025-08-23,2025-08-23,1,319.0,357.3,28738.71,1
5942,6,44,4,2024-12-23,2024-12-31,2024-12-31,1,581.0,2107.8,27606.76,1
5943,10,5,2,2024-03-21,2024-04-02,2024-04-02,1,962.0,314.8,10011.9,1
5944,13,51,1,2025-09-26,2025-10-02,2025-10-02,1,196.0,2511.9,55132.43,1
5945,12,12,4,2025-03-07,2025-03-20,2025-03-21,1,381.0,98.8,1049.48,0
5946,10,51,3,2025-07-18,2025-07-23,2025-07-23,1,308.0,1218.9,82472.75,1
5947,8,11,2,2025-01-21,2025-02-02,2025-02-12,1,148.0,3140.4,38144.87,0
5948,3,53,4,2024-08-10,2024-08-15,2024-08-15,1,397.0,2711.5,32582.57,1
5949,16,48,2,2024-09-27,2024-10-11,2024-10-11,1,39.0,2073.7,15227.08,1
5950,2,19,2,2025-05-26,2025-05-31,2025-05-31,1,182.0,629.2,7989.5,1
5951,10,21,1,2023-08-16,2023-08-26,2023-08-26,1,192.0,1453.6,25001.37,1
5952,9,12,1,2025-10-21,2025-11-07,2025-11-07,1,148.0,1340.9,22608.71,1
5953,8,21,3,2023-06-10,2023-06-19,2023-06-22,1,800.0,1041.9,128734.9,0
5954,22,56,1,2025-10-07,2025-10-14,2025-10-14,1,1370.0,2721.3,130988.56,1
5955,20,56,4,2023-05-25,2023-06-03,2023-06-06,1,1087.0,2333.6,42558.07,0
5956,1,23,4,2024-08-23,2024-08-27,2024-08-27,1,1982.0,3023.9,79123.25,1
5957,13,53,1,2023-06-30,2023-07-04,2023-07-04,1,191.0,1167.0,19850.2,1
5958,5,53,4,2025-06-11,2025-06-15,2025-06-15,1,113.0,117.9,826.36,1
5959,7,21,3,2024-10-01,2024-10-10,2024-10-10,1,225.0,2874.0,145717.09,1
5960,4,15,1,2024-05-29,2024-06-09,2024-06-20,1,1759.0,255.3,15493.57,0
5961,17,35,4,2025-04-19,2025-04-27,2025-04-29,1,1155.0,486.4,9320.72,0
5962,19,21,2,2024-08-03,2024-08-10,2024-08-10,1,258.0,1767.2,26902.85,1
5963,19,38,4,2024-08-16,2024-08-21,2024-08-21,1,503.0,1669.1,19558.49,1
5964,9,21,1,2023-01-02,2023-01-10,2023-01-10,1,695.0,1366.8,50489.67,1
5965,17,34,1,2025-12-07,2025-12-18,2025-12-18,1,368.0,2711.5,83805.86,1
5966,1,12,1,2023-05-06,2023-05-23,2023-05-23,1,742.0,2658.6,116543.55,1
5967,12,13,3,2024-11-03,2024-11-14,2024-11-25,1,591.0,141.9,15664.82,0
5968,19,20,1,2024-01-18,2024-01-24,2024-01-24,1,1663.0,1412.6,73236.51,1
5969,1,21,3,2023-12-05,2023-12-15,2023-12-22,1,971.0,276.0,35225.9,0
5970,18,19,2,2025-06-29,2025-07-03,2025-07-03,1,222.0,2425.0,35089.91,1
5971,5,25,1,2025-03-16,2025-03-24,2025-03-27,1,82.0,2461.9,34034.3,0
5972,10,15,2,2023-10-15,2023-10-23,2023-10-25,1,1112.0,1285.9,42162.96,0
5973,22,13,1,2024-10-02,2024-10-15,2024-10-17,1,958.0,1949.5,95367.4,0
5974,13,37,2,2025-07-30,2025-08-04,2025-08-04,1,423.0,136.5,2680.74,1
5975,19,3,1,2025-09-12,2025-09-19,2025-09-19,1,1192.0,3174.0,173124.83,1
5976,8,30,1,2024-08-07,2024-08-13,2024-08-14,1,316.0,206.8,5392.88,0
5977,11,31,1,2025-09-02,2025-09-16,2025-09-16,1,188.0,2767.8,62870.53,1
5978,9,2,1,2023-07-10,2023-07-19,2023-07-19,1,1034.0,1689.7,61728.28,1
5979,12,22,1,2025-08-31,2025-09-09,2025-09-09,1,1128.0,2545.0,140164.05,1
5980,11,50,1,2023-04-25,2023-05-01,2023-05-06,1,1145.0,3000.7,151721.73,0
5981,7,4,2,2023-11-20,2023-11-23,2023-11-23,1,263.0,1822.1,30249.61,1
5982,12,14,2,2023-08-30,2023-09-08,2023-09-08,1,850.0,3102.3,95680.19,1
5983,6,6,2,2024-05-07,2024-05-13,2024-05-13,1,70.0,1594.3,14110.02,1
5984,4,50,1,2025-05-14,2025-05-19,2025-05-24,1,922.0,728.3,27361.16,0
5985,1,40,1,2024-09-25,2024-10-02,2024-10-03,1,705.0,2589.3,85133.06,0
5986,20,50,1,2025-10-29,2025-11-02,2025-11-03,1,720.0,171.3,5205.21,0
5987,6,44,3,2024-07-01,2024-07-10,2024-07-10,1,256.0,1869.7,102562.15,1
5988,11,9,2,2023-08-14,2023-08-18,2023-08-18,1,674.0,1257.1,27880.86,1
5989,4,15,1,2025-07-09,2025-07-17,2025-07-17,1,408.0,2447.4,63094.66,1
5990,22,21,3,2023-05-28,2023-06-04,2023-06-04,1,580.0,562.0,65395.16,1
5991,14,34,3,2023-02-04,2023-02-17,2023-02-17,1,276.0,2400.8,143062.02,1
5992,4,53,3,2023-11-09,2023-11-12,2023-11-12,1,488.0,1432.0,141148.25,1
5993,12,26,1,2025-05-05,2025-05-11,2025-05-14,1,39.0,183.8,1347.45,0
5994,12,12,4,2024-03-04,2024-03-19,2024-03-19,1,905.0,2145.6,36000.0,1
5995,5,46,2,2025-05-19,2025-05-31,2025-05-31,1,40.0,1093.7,7429.68,1
5996,6,7,4,2024-12-27,2025-01-02,2025-01-02,1,585.0,2304.2,29355.9,1
5997,2,40,1,2025-02-11,2025-02-19,2025-02-19,1,93.0,607.5,7787.35,1
5998,6,51,3,2025-04-24,2025-04-28,2025-04-28,1,367.0,984.5,78877.15,1
5999,19,55,1,2025-03-27,2025-04-03,2025-04-03,1,651.0,3047.8,118173.68,1
6000,17,26,1,2023-05-22,2023-05-29,2023-05-29,1,52.0,1015.7,10444.63,1
6001,15,27,1,2025-03-24,2025-04-08,2025-04-08,1,108.0,1824.0,26017.13,1
6002,3,47,3,2023-08-20,2023-09-01,2023-09-01,1,282.0,1424.2,99591.28,1
6003,3,8,4,2025-03-28,2025-04-05,2025-04-05,1,339.0,987.8,8909.61,1
6004,10,21,4,2023-06-04,2023-06-10,2023-06-10,1,137.0,101.6,749.69,1
6005,20,20,4,2025-10-07,2025-10-13,2025-10-13,1,531.0,1093.0,13688.88,1
6006,9,12,1,2024-08-12,2024-08-29,2024-09-03,1,643.0,2933.1,87443.56,0
6007,4,60,1,2023-10-27,2023-11-02,2023-11-02,1,737.0,1179.7,40206.71,1
6008,20,56,2,2023-06-05,2023-06-12,2023-06-16,1,343.0,1529.1,32069.11,0
6009,14,14,2,2024-10-07,2024-10-16,2024-10-17,1,1379.0,2354.1,77814.38,0
6010,4,12,1,2023-06-16,2023-06-30,2023-06-30,1,626.0,346.2,12243.31,1
6011,18,27,3,2024-10-19,2024-11-01,2024-11-01,1,139.0,606.6,35229.15,1
6012,5,57,3,2023-11-16,2023-11-28,2023-11-28,1,283.0,677.6,48622.84,1
6013,2,7,1,2024-02-04,2024-02-10,2024-02-10,1,955.0,1359.9,52220.31,1
6014,9,57,1,2023-07-08,2023-07-18,2023-07-18,1,1127.0,2075.1,99789.56,1
6015,21,55,1,2024-03-14,2024-03-20,2024-03-20,1,621.0,2865.1,87250.59,1
6016,20,12,1,2025-04-11,2025-04-28,2025-04-28,1,619.0,1356.5,39967.47,1
6017,15,50,1,2024-10-07,2024-10-11,2024-10-12,1,572.0,1467.5,57382.84,0
6018,12,38,2,2023-06-08,2023-06-14,2023-06-14,1,946.0,1416.4,44328.68,1
6019,6,53,4,2024-01-29,2024-02-01,2024-02-01,1,220.0,1916.5,17315.62,1
6020,10,56,2,2025-08-12,2025-08-20,2025-08-20,1,990.0,2539.5,85049.77,1
6021,9,48,1,2024-05-07,2024-05-19,2024-05-19,1,78.0,1441.1,19584.99,1
6022,13,31,4,2025-10-30,2025-11-11,2025-11-13,1,142.0,2006.8,14626.33,0
6023,20,1,1,2024-05-12,2024-05-18,2024-05-18,1,743.0,1141.0,50057.52,1
6024,19,13,1,2024-02-28,2024-03-08,2024-03-08,1,348.0,1064.3,25073.07,1
6025,4,40,1,2025-11-04,2025-11-12,2025-11-16,1,516.0,483.2,17573.31,0
6026,2,51,4,2025-08-29,2025-09-04,2025-09-04,1,145.0,2036.3,12242.09,1
6027,14,60,1,2024-06-11,2024-06-16,2024-06-16,1,933.0,320.3,11811.33,1
6028,7,52,1,2024-04-22,2024-05-05,2024-05-05,1,129.0,1389.2,26419.2,1
6029,21,27,1,2024-08-22,2024-09-06,2024-09-06,1,880.0,2175.3,84105.88,1
6030,3,7,1,2024-09-21,2024-09-28,2024-10-04,1,181.0,1187.9,26433.1,0
6031,22,34,2,2024-02-28,2024-03-14,2024-03-14,1,546.0,1032.7,24842.53,1
6032,20,56,2,2025-01-21,2025-01-29,2025-01-29,1,401.0,2639.6,56977.17,1
6033,19,9,1,2024-02-08,2024-02-13,2024-02-13,1,510.0,2567.9,92205.72,1
6034,6,34,1,2025-11-29,2025-12-09,2025-12-09,1,236.0,2510.7,51754.82,1
6035,3,47,2,2023-10-13,2023-10-28,2023-10-28,1,26.0,2541.3,12621.96,1
6036,2,49,2,2024-01-05,2024-01-14,2024-01-17,1,981.0,580.4,16885.34,0
6037,14,50,3,2025-08-31,2025-09-03,2025-09-04,1,1509.0,2787.2,522538.03,0
6038,20,50,2,2025-06-21,2025-06-25,2025-07-01,1,1393.0,1544.2,60439.74,0
6039,10,37,4,2023-11-29,2023-12-06,2023-12-06,1,973.0,3067.9,57432.33,1
6040,21,43,1,2023-08-12,2023-08-18,2023-08-18,2,1138.0,3133.3,153458.26,1
6041,3,31,3,2024-08-02,2024-08-20,2024-08-20,1,492.0,2444.3,182422.64,1
6042,10,13,1,2023-09-02,2023-09-14,2023-09-14,1,451.0,246.0,7765.75,1
6043,12,38,4,2023-02-23,2023-03-01,2023-03-01,1,1320.0,76.4,1782.53,1
6044,10,5,3,2023-02-21,2023-03-03,2023-03-03,1,1246.0,2869.8,368175.58,1
6045,22,6,2,2023-01-14,2023-01-21,2023-01-21,1,264.0,123.8,2299.11,1
6046,11,9,3,2024-07-20,2024-07-26,2024-07-26,1,438.0,1879.7,163592.09,1
6047,21,17,4,2025-08-12,2025-08-26,2025-08-26,1,230.0,951.8,7462.54,1
6048,13,13,1,2025-08-14,2025-08-26,2025-08-26,1,650.0,622.6,26005.22,1
6049,14,3,1,2023-02-22,2023-03-01,2023-03-01,1,715.0,1468.8,52929.78,1
6050,4,21,1,2023-04-06,2023-04-14,2023-04-14,1,375.0,1826.7,41077.38,1
6051,13,17,1,2024-12-05,2024-12-19,2024-12-19,1,646.0,2570.7,73625.77,1
6052,10,24,1,2023-07-28,2023-08-03,2023-08-06,1,1006.0,1400.5,66643.11,0
6053,20,50,2,2023-05-26,2023-05-30,2023-05-30,1,762.0,1061.5,28047.86,1
6054,17,37,1,2023-12-13,2023-12-17,2023-12-17,2,1708.0,2167.4,148810.6,1
6055,17,24,3,2025-03-25,2025-03-31,2025-04-03,1,1620.0,2866.8,490828.34,0
6056,5,31,3,2025-11-10,2025-11-26,2025-11-26,1,224.0,1083.3,80101.06,1
6057,14,12,2,2025-11-28,2025-12-16,2025-12-17,1,969.0,771.5,25918.83,0
6058,8,27,2,2024-11-06,2024-11-19,2024-11-30,2,1746.0,1333.9,50255.41,0
6059,7,27,1,2025-06-15,2025-06-25,2025-06-25,1,478.0,1480.5,53251.34,1
6060,4,15,1,2024-04-25,2024-05-06,2024-05-17,1,1098.0,2691.8,126793.11,0
6061,16,36,4,2023-11-19,2023-11-26,2023-11-26,1,412.0,1756.1,17124.16,1
6062,14,44,4,2024-02-12,2024-02-24,2024-02-24,1,512.0,733.3,9816.33,1
6063,5,25,4,2025-02-10,2025-02-18,2025-02-18,1,117.0,2752.4,14149.32,1
6064,17,17,4,2024-08-25,2024-09-08,2024-09-08,1,330.0,1571.2,18569.99,1
6065,11,43,2,2023-11-14,2023-11-19,2023-11-22,1,231.0,153.6,2587.06,0
6066,21,43,1,2024-06-27,2024-07-03,2024-07-03,1,2646.0,2528.4,172694.81,1
6067,19,9,1,2023-09-26,2023-09-30,2023-09-30,1,924.0,2239.7,91152.97,1
6068,20,27,3,2024-11-17,2024-12-01,2024-12-06,1,1020.0,872.6,108616.34,0
6069,19,31,1,2025-06-25,2025-07-11,2025-07-11,1,252.0,2442.8,50954.52,1
6070,21,2,1,2025-12-15,2025-12-24,2025-12-24,1,59.0,904.1,10198.88,1
6071,9,48,1,2025-01-05,2025-01-19,2025-01-19,1,25.0,2279.4,15496.08,1
6072,5,31,4,2024-11-06,2024-11-22,2024-11-22,1,188.0,858.5,5452.55,1
6073,18,26,4,2025-10-03,2025-10-09,2025-10-09,1,311.0,464.7,4084.8,1
6074,12,8,1,2024-12-26,2025-01-03,2025-01-03,1,197.0,2783.6,63292.21,1
6075,20,50,3,2024-04-06,2024-04-10,2024-04-10,1,1030.0,401.6,51225.92,1
6076,4,15,4,2025-11-09,2025-11-21,2025-11-24,1,352.0,1459.2,12764.32,0
6077,13,48,2,2023-05-29,2023-06-11,2023-06-11,1,24.0,1677.1,8880.24,1
6078,11,58,1,2023-12-18,2023-12-21,2023-12-21,1,983.0,1950.4,71954.69,1
6079,18,23,4,2025-09-07,2025-09-11,2025-09-11,1,1203.0,352.8,7187.61,1
6080,11,15,1,2023-06-11,2023-06-19,2023-06-21,1,179.0,1009.4,17714.21,0
6081,16,21,1,2025-07-03,2025-07-13,2025-07-13,1,102.0,1642.6,25010.5,1
6082,13,51,1,2025-11-02,2025-11-07,2025-11-17,1,393.0,2089.7,54524.83,0
6083,2,53,4,2023-08-14,2023-08-18,2023-08-18,1,989.0,1525.4,29343.61,1
6084,22,15,1,2025-04-18,2025-04-28,2025-04-28,1,1137.0,621.4,24504.25,1
6085,10,51,2,2023-02-14,2023-02-18,2023-02-18,1,736.0,2280.8,67917.27,1
6086,8,12,1,2025-12-22,2026-01-07,2026-01-07,1,846.0,268.1,9699.28,1
6087,10,13,1,2024-12-05,2024-12-15,2024-12-15,1,1074.0,954.7,36283.44,1
6088,1,23,3,2025-09-23,2025-09-28,2025-10-01,1,54.0,2786.4,72077.31,0
6089,9,9,1,2023-12-01,2023-12-07,2023-12-07,1,419.0,306.4,9984.5,1
6090,1,37,2,2024-10-07,2024-10-13,2024-10-13,1,417.0,1198.0,24884.85,1
6091,4,5,3,2023-09-10,2023-09-22,2023-09-22,1,912.0,618.3,80788.57,1
6092,4,25,2,2025-12-29,2026-01-07,2026-01-07,1,107.0,98.0,1070.13,1
6093,10,12,1,2025-10-14,2025-10-30,2025-11-03,1,719.0,2229.9,97603.4,0
6094,3,53,2,2025-04-09,2025-04-14,2025-04-14,1,209.0,2711.9,33938.78,1
6095,4,59,3,2025-06-23,2025-06-26,2025-07-01,1,505.0,2215.1,197699.68,0
6096,17,2,1,2023-03-25,2023-04-01,2023-04-01,1,1186.0,1000.7,49301.46,1
6097,5,50,2,2024-08-15,2024-08-18,2024-08-18,1,238.0,2350.7,40846.47,1
6098,12,48,4,2023-05-06,2023-05-21,2023-05-21,1,776.0,1812.9,25033.62,1
6099,19,30,1,2023-01-19,2023-01-25,2023-01-25,1,344.0,2785.9,71973.88,1
6100,4,32,4,2025-12-03,2025-12-09,2025-12-12,1,980.0,1141.8,22162.75,0
6101,18,56,3,2024-11-25,2024-12-01,2024-12-01,1,2119.0,1202.7,210107.3,1
6102,14,50,2,2025-10-23,2025-10-27,2025-10-27,1,785.0,2609.6,69778.27,1
6103,10,31,4,2024-07-10,2024-07-27,2024-07-27,1,199.0,1065.3,7011.96,1
6104,8,12,2,2024-10-27,2024-11-14,2024-11-18,1,977.0,2121.0,53190.25,0
6105,17,31,1,2024-11-05,2024-11-21,2024-11-21,1,1054.0,696.7,25421.45,1
6106,2,8,3,2024-10-16,2024-10-23,2024-10-23,1,1157.0,3120.6,514636.22,1
6107,14,14,2,2024-10-21,2024-10-29,2024-10-30,1,292.0,1146.8,20571.27,0
6108,1,17,2,2024-06-01,2024-06-15,2024-06-15,1,426.0,1066.5,22557.83,1
6109,18,43,2,2024-10-30,2024-11-05,2024-11-05,1,146.0,3013.2,34919.43,1
6110,13,26,3,2024-07-30,2024-08-06,2024-08-06,1,687.0,1547.7,188399.85,1
6111,8,14,2,2023-06-03,2023-06-12,2023-06-17,1,234.0,1202.4,21346.84,0
6112,13,21,2,2024-07-31,2024-08-10,2024-08-18,2,1233.0,1142.0,36482.71,0
6113,12,58,1,2023-11-07,2023-11-12,2023-11-12,1,857.0,670.6,28287.67,1
6114,2,38,1,2024-08-24,2024-08-29,2024-08-29,1,549.0,2927.3,77846.42,1
6115,14,37,3,2024-11-27,2024-12-02,2024-12-02,1,577.0,521.9,51834.29,1
6116,2,15,1,2024-11-03,2024-11-11,2024-11-11,1,1213.0,1468.6,81480.47,1
6117,22,43,2,2025-11-16,2025-11-21,2025-11-28,3,3490.0,2823.1,179932.0,0
6118,5,57,2,2024-06-06,2024-06-15,2024-06-15,1,304.0,203.4,2869.09,1
6119,1,43,1,2023-10-13,2023-10-20,2023-10-31,1,539.0,2446.0,67966.5,0
6120,9,5,3,2025-11-24,2025-12-04,2025-12-04,1,1033.0,2794.0,383295.81,1
6121,5,15,2,2024-03-30,2024-04-09,2024-04-09,1,194.0,1860.0,22626.68,1
6122,18,19,4,2023-01-06,2023-01-11,2023-01-11,1,431.0,1996.2,23829.49,1
6123,10,15,1,2023-07-10,2023-07-20,2023-07-31,1,524.0,1360.1,35531.41,0
6124,13,12,2,2024-04-01,2024-04-17,2024-04-17,1,301.0,2518.5,38952.06,1
6125,15,33,2,2023-07-10,2023-07-23,2023-07-23,1,132.0,532.5,5887.7,1
6126,3,34,4,2023-08-21,2023-09-01,2023-09-01,1,107.0,564.7,2948.71,1
6127,21,11,1,2023-03-14,2023-03-24,2023-03-24,1,293.0,932.0,24850.8,1
6128,18,46,4,2024-09-18,2024-10-05,2024-10-07,1,63.0,1113.6,5400.05,0
6129,2,36,3,2023-01-08,2023-01-16,2023-01-16,1,935.0,3158.6,357895.95,1
6130,17,27,1,2025-01-31,2025-02-15,2025-02-15,1,1158.0,1843.1,95989.8,1
6131,19,13,1,2023-04-22,2023-05-02,2023-05-02,1,539.0,2404.8,72815.14,1
6132,11,15,4,2024-03-14,2024-03-22,2024-03-26,1,226.0,1527.8,14607.01,0
6133,14,27,3,2023-01-20,2023-01-31,2023-01-31,1,269.0,2913.2,213147.3,1
6134,12,50,1,2024-03-05,2024-03-11,2024-03-16,1,1029.0,1972.2,93825.1,0
6135,4,50,3,2024-10-08,2024-10-12,2024-10-12,1,1219.0,1998.7,241345.48,1
6136,6,34,2,2023-07-19,2023-07-30,2023-07-30,1,284.0,127.8,2093.72,1
6137,4,5,1,2025-06-22,2025-06-30,2025-06-30,1,1618.0,964.6,56894.21,1
6138,19,51,3,2024-08-01,2024-08-04,2024-08-04,1,1124.0,810.4,125058.82,1
6139,12,58,1,2023-06-22,2023-06-27,2023-06-27,1,671.0,1136.2,38807.89,1
6140,16,7,1,2024-01-07,2024-01-11,2024-01-11,1,101.0,1226.5,16622.09,1
6141,18,7,3,2024-05-21,2024-05-26,2024-05-26,1,96.0,2796.3,92306.83,1
6142,18,47,1,2025-01-24,2025-02-11,2025-02-11,1,489.0,3193.0,92961.69,1
6143,17,31,1,2023-04-02,2023-04-19,2023-04-24,1,149.0,2577.6,49504.29,0
6144,1,21,4,2025-10-12,2025-10-19,2025-10-22,1,447.0,3118.6,31638.04,0
6145,21,43,3,2023-12-18,2023-12-24,2023-12-28,1,575.0,673.8,77945.23,0
6146,17,16,4,2025-04-10,2025-04-22,2025-04-26,1,247.0,254.9,2240.45,0
6147,15,48,1,2024-06-24,2024-07-07,2024-07-12,1,868.0,2326.7,102598.82,0
6148,5,37,1,2025-02-27,2025-03-06,2025-03-06,1,122.0,1363.9,22104.24,1
6149,5,46,1,2025-04-18,2025-05-04,2025-05-09,1,57.0,2710.1,30514.16,0
6150,21,15,4,2024-09-13,2024-09-23,2024-09-26,1,25.0,2527.3,6892.76,0
6151,15,49,4,2025-09-12,2025-09-24,2025-09-24,1,361.0,603.9,6881.58,1
6152,11,34,1,2025-01-10,2025-01-24,2025-01-24,1,392.0,2675.8,77005.4,1
6153,1,16,1,2023-03-15,2023-03-27,2023-03-27,1,397.0,1757.7,56453.25,1
6154,22,27,2,2025-11-19,2025-11-30,2025-11-30,1,1051.0,2740.3,81448.24,1
6155,19,13,1,2025-09-03,2025-09-14,2025-09-22,1,341.0,1950.4,45702.91,0
6156,20,25,1,2023-04-26,2023-05-04,2023-05-09,1,55.0,1886.2,16031.2,0
6157,1,25,3,2023-09-22,2023-10-03,2023-10-03,1,897.0,666.7,81829.09,1
6158,13,22,1,2023-07-11,2023-07-19,2023-07-19,1,401.0,2481.7,57827.83,1
6159,9,8,4,2025-08-21,2025-08-29,2025-08-29,1,1046.0,2481.8,36605.75,1
6160,10,51,4,2025-01-09,2025-01-15,2025-01-15,1,272.0,1249.5,10386.9,1
6161,17,20,3,2025-11-22,2025-11-27,2025-11-27,1,1192.0,357.6,47905.39,1
6162,18,57,2,2024-07-06,2024-07-14,2024-07-14,1,612.0,1884.6,51514.72,1
6163,17,25,2,2023-01-20,2023-01-29,2023-01-29,1,325.0,1892.8,38878.4,1
6164,6,43,2,2023-10-23,2023-10-29,2023-10-30,1,496.0,3050.5,57696.0,0
6165,3,20,2,2025-09-20,2025-09-26,2025-09-26,1,1471.0,2267.0,79320.3,1
6166,1,37,3,2025-10-14,2025-10-20,2025-10-20,1,408.0,1860.5,146774.87,1
6167,10,13,2,2023-01-05,2023-01-17,2023-01-17,1,723.0,2299.4,73828.08,1
6168,5,29,2,2024-12-03,2024-12-08,2024-12-08,1,308.0,454.5,8440.86,1
6169,20,21,4,2024-05-15,2024-05-24,2024-05-24,1,627.0,3169.7,41484.17,1
6170,4,49,3,2023-03-15,2023-03-25,2023-03-30,1,289.0,1828.2,143959.91,0
6171,16,27,1,2023-12-12,2023-12-26,2023-12-27,1,728.0,3040.1,108721.97,0
6172,21,55,1,2023-05-29,2023-06-06,2023-06-06,1,1286.0,1910.3,87994.61,1
6173,18,37,4,2024-03-29,2024-04-05,2024-04-05,1,274.0,1583.9,15761.37,1
6174,9,51,3,2025-11-14,2025-11-19,2025-11-19,1,529.0,653.4,52919.4,1
6175,21,12,2,2023-04-21,2023-05-08,2023-05-08,1,870.0,1430.1,49359.86,1
6176,7,27,4,2023-04-06,2023-04-18,2023-04-22,1,929.0,1657.0,24465.88,0
6177,16,26,1,2024-05-20,2024-05-26,2024-05-26,1,317.0,1007.1,24364.73,1
6178,5,57,1,2024-03-03,2024-03-13,2024-03-13,1,448.0,1090.6,28332.52,1
6179,20,9,4,2024-01-24,2024-01-29,2024-01-29,1,362.0,1177.4,11487.42,1
6180,21,14,1,2024-08-08,2024-08-14,2024-08-14,1,321.0,1354.6,39329.34,1
6181,11,34,1,2025-07-19,2025-07-30,2025-07-30,1,422.0,1019.4,34936.02,1
6182,15,49,4,2024-12-23,2025-01-03,2025-01-07,1,821.0,1883.5,24263.68,0
6183,14,26,1,2023-10-28,2023-11-04,2023-11-04,1,42.0,1871.2,17751.56,1
6184,9,53,1,2025-12-06,2025-12-11,2025-12-11,1,379.0,230.5,5350.98,1
6185,2,33,1,2024-12-25,2025-01-10,2025-01-13,1,464.0,683.9,21296.88,0
6186,6,27,1,2023-11-24,2023-12-04,2023-12-04,1,839.0,111.0,5228.27,1
6187,3,56,3,2023-03-16,2023-03-24,2023-03-25,1,49.0,1184.8,32050.73,0
6188,15,20,2,2024-02-12,2024-02-17,2024-02-20,1,778.0,626.5,18090.4,0
6189,16,8,3,2023-07-27,2023-08-05,2023-08-05,1,531.0,1451.0,113266.44,1
6190,6,4,1,2024-09-30,2024-10-02,2024-10-02,1,593.0,2446.1,75346.02,1
6191,2,25,1,2025-03-03,2025-03-13,2025-03-16,1,406.0,1026.7,23733.45,0
6192,13,21,2,2025-01-23,2025-02-02,2025-02-02,1,868.0,2907.3,94005.03,1
6193,18,23,1,2024-08-27,2024-09-01,2024-09-01,1,901.0,673.1,26602.25,1
6194,15,37,1,2024-10-30,2024-11-05,2024-11-05,2,1362.0,150.4,7446.8,1
6195,16,26,4,2024-12-25,2025-01-01,2025-01-01,1,943.0,2064.7,32559.2,1
6196,3,12,1,2025-01-12,2025-01-26,2025-01-26,1,357.0,3098.0,80380.43,1
6197,8,24,4,2023-06-19,2023-06-23,2023-06-23,1,193.0,2525.6,17582.77,1
6198,6,15,2,2024-03-03,2024-03-14,2024-03-14,1,283.0,2643.3,48777.55,1
6199,19,17,2,2023-01-03,2023-01-18,2023-01-18,1,416.0,2035.1,43874.38,1
6200,15,5,1,2023-02-11,2023-02-22,2023-02-22,1,839.0,870.6,40813.68,1
6201,18,47,1,2024-07-18,2024-08-04,2024-08-08,1,348.0,2596.5,68531.06,0
6202,22,16,2,2025-07-05,2025-07-14,2025-07-14,1,873.0,2732.2,83712.2,1
6203,1,2,2,2023-09-17,2023-09-29,2023-09-29,1,111.0,1470.6,14081.86,1
6204,21,32,4,2025-09-05,2025-09-11,2025-09-14,1,238.0,493.1,3820.1,0
6205,8,13,3,2024-12-19,2024-12-28,2024-12-28,1,354.0,989.9,65848.33,1
6206,8,13,4,2023-04-17,2023-04-28,2023-04-28,1,1459.0,1213.7,26111.8,1
6207,13,56,1,2023-10-06,2023-10-12,2023-10-12,1,389.0,2215.8,59894.29,1
6208,6,43,1,2024-11-11,2024-11-15,2024-11-15,1,253.0,1990.6,42918.5,1
6209,3,12,1,2025-10-01,2025-10-19,2025-10-22,1,355.0,1362.2,28985.82,0
6210,17,27,1,2025-06-22,2025-07-01,2025-07-01,1,1132.0,513.4,21666.84,1
6211,16,23,1,2024-11-06,2024-11-13,2024-11-17,1,897.0,1204.1,42690.33,0
6212,10,15,2,2024-01-16,2024-01-24,2024-01-24,1,550.0,2413.5,63057.05,1
6213,3,25,1,2023-09-03,2023-09-12,2023-09-14,1,210.0,1718.6,33911.13,0
6214,15,40,4,2025-12-10,2025-12-19,2025-12-19,1,238.0,2678.9,24379.54,1
6215,21,53,2,2025-12-04,2025-12-07,2025-12-07,1,508.0,1180.0,23203.18,1
6216,14,51,4,2025-10-02,2025-10-09,2025-10-09,1,337.0,2687.2,30766.45,1
6217,18,2,2,2025-07-28,2025-08-08,2025-08-08,2,2049.0,1661.3,73131.35,1
6218,9,36,1,2024-08-13,2024-08-21,2024-08-21,1,393.0,598.8,16415.1,1
6219,6,52,2,2025-11-04,2025-11-15,2025-11-17,1,415.0,2093.3,41263.27,0
6220,22,32,1,2025-09-23,2025-09-30,2025-10-09,1,1173.0,711.9,38594.18,0
6221,20,56,4,2024-12-05,2024-12-13,2024-12-13,1,2187.0,1496.0,38783.18,1
6222,3,50,1,2025-07-18,2025-07-23,2025-07-23,1,199.0,2460.4,40153.58,1
6223,10,60,1,2025-03-03,2025-03-10,2025-03-10,1,311.0,1639.6,47821.4,1
6224,15,21,4,2025-07-05,2025-07-12,2025-07-12,1,149.0,3141.9,17069.07,1
6225,6,4,1,2023-04-05,2023-04-08,2023-04-08,1,381.0,2011.6,53533.98,1
6226,20,14,2,2025-07-02,2025-07-09,2025-07-09,1,1299.0,2979.5,108737.13,1
6227,19,49,1,2025-10-06,2025-10-20,2025-10-24,1,981.0,2326.0,91841.05,0
6228,19,21,1,2023-11-10,2023-11-21,2023-11-22,1,549.0,190.3,6420.36,0
