order_id,order_date,product_id,warehouse_id,region_id,customer_segment_id,supplier_id,transport_mode_id,order_qty,unit_price,revenue,order_status,promised_delivery_date,actual_delivery_date,is_late,is_outlier_qty
95619,2024-09-20,7,3,3,3,6,1.0,60,58.9,3534.03,Fulfilled,2024-09-29,2024-09-29,0,0
68444,2024-03-20,21,15,5,4,44,2.0,201,11.5,2311.36,Fulfilled,2024-03-31,2024-03-31,0,0
109888,2024-12-09,18,15,5,3,59,3.0,2587,111.19,287640.93,Stockout,2024-12-15,2024-12-24,1,0
16447,2023-04-18,3,21,1,3,56,2.0,725,26.82,19441.52,Fulfilled,2023-04-26,2023-04-26,0,0
130482,2025-04-26,55,8,8,2,55,2.0,940,93.9,88266.96,Fulfilled,2025-05-03,2025-05-08,1,0
152998,2025-09-17,108,15,5,3,27,4.0,76,67.07,5097.63,Fulfilled,2025-09-27,2025-09-27,0,0
102313,2024-10-27,112,9,9,3,8,1.0,1063,32.23,34259.66,Fulfilled,2024-11-05,2024-11-05,0,0
35987,2023-08-27,71,7,7,3,12,1.0,363,20.48,7435.92,Fulfilled,2023-09-13,2023-09-13,0,0
52157,2023-12-02,91,21,1,2,34,1.0,1624,40.75,66171.58,Fulfilled,2023-12-14,2023-12-18,1,0
39932,2023-09-18,42,16,6,1,50,2.0,546,7.39,4032.33,Fulfilled,2023-09-24,2023-09-24,0,0
123222,2025-03-09,72,14,4,1,12,1.0,866,120.47,104329.52,Fulfilled,2025-03-26,2025-03-31,1,0
107183,2024-11-19,118,21,1,3,17,1.0,544,46.19,25125.57,Fulfilled,2024-12-07,2024-12-08,1,0
129895,2025-04-20,112,15,5,3,8,2.0,390,31.73,12376.56,Fulfilled,2025-04-29,2025-04-29,0,0
13392,2023-04-02,12,21,1,2,8,1.0,1608,39.51,63529.34,Fulfilled,2023-04-10,2023-04-10,0,0
6267,2023-02-11,24,1,1,3,23,1.0,555,161.38,89564.15,Stockout,2023-02-17,2023-02-20,1,0
81225,2024-06-13,35,9,9,3,38,4.0,1127,13.86,15617.95,Fulfilled,2024-06-18,2024-06-18,0,0
147228,2025-08-12,51,1,1,1,52,2.0,144,178.34,25680.66,Fulfilled,2025-08-23,2025-08-24,1,0
23164,2023-06-04,48,8,8,2,2,2.0,1144,79.44,90876.11,Fulfilled,2023-06-16,2023-06-16,0,0
110796,2024-12-15,111,21,1,3,20,1.0,154,48.33,7442.5,Fulfilled,2024-12-20,2024-12-20,0,0
89028,2024-08-01,85,5,5,2,21,1.0,221,27.17,6003.88,Fulfilled,2024-08-09,2024-08-09,0,0
19072,2023-05-01,58,3,3,1,23,1.0,65,17.72,1151.58,Fulfilled,2023-05-07,2023-05-07,0,0
72816,2024-04-21,36,6,6,5,48,1.0,67,57.94,3882.03,Fulfilled,2024-05-07,2024-05-07,0,0
27959,2023-07-05,2,18,8,5,27,4.0,949,8.71,8266.26,Fulfilled,2023-07-19,2023-07-19,0,0
30707,2023-07-22,73,10,10,2,34,3.0,276,53.32,14716.75,Stockout,2023-08-02,2023-08-07,1,0
140848,2025-07-01,35,16,6,5,38,4.0,1035,13.63,14105.86,Fulfilled,2025-07-08,2025-07-09,1,0
50156,2023-11-25,15,19,9,2,13,1.0,665,3.6,2393.79,Stockout,2023-12-05,2023-12-09,1,0
56565,2023-12-27,57,16,6,2,33,1.0,498,90.51,45075.8,Fulfilled,2024-01-13,2024-01-18,1,0
89259,2024-07-29,115,8,8,5,13,2.0,627,399.53,250505.74,Fulfilled,2024-08-09,2024-08-11,1,0
128798,2025-04-12,108,15,5,4,27,1.0,283,67.38,19068.16,Fulfilled,2025-04-22,2025-04-22,0,0
161879,2025-11-16,64,17,7,5,3,2.0,963,34.51,33229.69,Fulfilled,2025-11-21,2025-11-21,0,0
12648,2023-03-20,44,3,3,3,16,3.0,175,148.92,26061.21,Fulfilled,2023-03-31,2023-03-31,0,0
69623,2024-03-31,35,16,6,3,38,1.0,1279,13.71,17530.93,Fulfilled,2024-04-06,2024-04-09,1,0
90341,2024-08-11,120,22,2,4,4,2.0,438,22.6,9899.66,Fulfilled,2024-08-14,2024-08-14,0,0
122822,2025-03-07,29,9,9,3,47,1.0,830,73.18,60736.62,Fulfilled,2025-03-20,2025-03-20,0,0
83853,2024-06-29,93,3,3,5,53,2.0,386,11.41,4405.99,Fulfilled,2024-07-04,2024-07-04,0,0
86096,2024-07-11,114,17,7,5,51,2.0,207,80.8,16725.03,Fulfilled,2024-07-18,2024-07-18,0,0
140983,2025-07-06,49,16,6,1,35,1.0,1574,90.46,142382.58,Fulfilled,2025-07-18,2025-07-18,0,0
136206,2025-05-26,111,19,9,2,20,4.0,485,48.23,23390.19,Fulfilled,2025-06-01,2025-06-01,0,0
37812,2023-09-04,42,16,6,3,50,3.0,561,7.35,4120.93,Fulfilled,2023-09-09,2023-09-13,1,0
115444,2025-01-12,114,2,2,5,51,2.0,291,83.13,24190.21,Fulfilled,2025-01-18,2025-01-18,0,0
136875,2025-06-07,61,17,7,5,46,4.0,111,6.75,749.13,Fulfilled,2025-06-20,2025-06-22,1,0
100879,2024-10-16,85,19,9,5,21,4.0,843,27.15,22890.14,Fulfilled,2024-10-25,2024-10-25,0,0
52031,2023-12-01,77,21,1,5,31,2.0,673,25.71,17303.37,Fulfilled,2023-12-17,2023-12-17,0,0
126461,2025-03-30,76,7,7,1,48,1.0,27,21.15,571.11,Fulfilled,2025-04-12,2025-04-12,0,0
90996,2024-08-15,72,2,2,2,12,4.0,485,121.26,58812.7,Stockout,2024-08-29,2024-09-02,1,0
101295,2024-10-23,11,19,9,1,14,2.0,974,12.14,11822.47,Fulfilled,2024-11-01,2024-11-01,0,0
97172,2024-09-23,58,20,10,1,23,3.0,289,18.0,5202.15,Fulfilled,2024-09-28,2024-10-01,1,0
47302,2023-11-03,83,13,3,4,2,3.0,1705,13.39,22825.17,Fulfilled,2023-11-12,2023-11-12,0,0
33599,2023-08-13,42,18,8,2,50,2.0,673,7.39,4973.1,Fulfilled,2023-08-17,2023-08-17,0,0
31151,2023-07-30,6,11,1,3,5,1.0,814,24.75,20144.71,Fulfilled,2023-08-09,2023-08-14,1,0
92627,2024-08-30,23,17,7,3,8,1.0,136,144.4,19638.61,Fulfilled,2024-09-09,2024-09-09,0,0
62292,2024-02-06,16,22,2,4,53,2.0,719,36.67,26369.25,Fulfilled,2024-02-11,2024-02-13,1,0
135840,2025-05-31,66,15,5,4,7,4.0,113,2.7,304.64,Fulfilled,2025-06-06,2025-06-06,0,0
148722,2025-08-21,103,1,1,3,21,1.0,284,9.76,2771.98,Fulfilled,2025-08-30,2025-08-30,0,0
147961,2025-08-18,18,19,9,3,59,2.0,1261,111.47,140562.11,Fulfilled,2025-08-23,2025-08-23,0,0
144287,2025-07-26,71,15,5,1,12,1.0,95,21.41,2034.34,Fulfilled,2025-08-09,2025-08-09,0,0
168784,2025-12-26,38,18,8,2,26,1.0,531,34.17,18142.59,Stockout,2026-01-02,2026-01-12,1,0
41186,2023-09-25,62,9,9,3,36,2.0,424,10.63,4507.66,Fulfilled,2023-10-01,2023-10-01,0,0
34123,2023-08-11,102,22,2,4,34,3.0,225,57.51,12940.37,Fulfilled,2023-08-21,2023-08-25,1,0
121307,2025-02-19,87,12,2,3,9,2.0,1400,134.1,187741.07,Fulfilled,2025-02-26,2025-03-01,1,0
10970,2023-03-10,93,6,6,4,53,3.0,292,11.63,3396.39,Fulfilled,2023-03-15,2023-03-19,1,0
33745,2023-08-12,55,8,8,2,55,1.0,1366,93.17,127271.73,Fulfilled,2023-08-18,2023-08-23,1,0
161337,2025-11-10,12,16,6,3,8,3.0,640,40.95,26209.27,Stockout,2025-11-19,2025-11-26,1,0
7495,2023-02-15,44,13,3,2,16,2.0,231,146.54,33849.62,Stockout,2023-02-25,2023-03-05,1,0
52114,2023-11-28,87,14,4,2,9,4.0,322,131.53,42351.25,Fulfilled,2023-12-03,2023-12-03,0,0
39986,2023-09-21,48,21,1,4,2,1.0,1932,80.94,156370.23,Fulfilled,2023-10-01,2023-10-01,0,0
147222,2025-08-12,50,11,1,3,5,1.0,1338,175.22,234447.48,Fulfilled,2025-08-21,2025-08-21,0,0
143068,2025-07-20,50,11,1,1,5,2.0,950,171.9,163301.71,Fulfilled,2025-07-31,2025-07-31,0,0
11970,2023-03-14,85,1,1,2,21,1.0,305,27.04,8247.07,Fulfilled,2023-03-23,2023-03-23,0,0
117717,2025-02-01,28,13,3,2,31,2.0,909,29.82,27107.82,Fulfilled,2025-02-13,2025-02-13,0,0
90217,2024-08-06,104,13,3,3,31,1.0,143,39.24,5611.65,Fulfilled,2024-08-22,2024-08-22,0,0
118275,2025-01-30,92,13,3,5,14,1.0,1012,71.61,72467.76,Fulfilled,2025-02-08,2025-02-08,0,0
6414,2023-02-11,40,2,2,4,12,1.0,876,522.35,457582.91,Fulfilled,2023-02-25,2023-02-28,1,0
67032,2024-03-06,98,12,2,2,38,1.0,611,81.67,49898.71,Fulfilled,2024-03-11,2024-03-11,0,0
168177,2025-12-21,94,11,1,3,9,1.0,333,39.48,13146.86,Fulfilled,2025-12-26,2025-12-26,0,0
21344,2023-05-21,74,22,2,2,43,1.0,213,32.77,6981.07,Fulfilled,2023-05-27,2023-05-27,0,0
162633,2025-11-21,23,17,7,2,8,1.0,387,139.33,53921.63,Fulfilled,2025-11-28,2025-11-28,0,0
158854,2025-10-28,2,8,8,2,27,3.0,725,8.35,6055.29,Fulfilled,2025-11-08,2025-11-08,0,0
167320,2025-12-20,13,8,8,2,11,1.0,196,9.25,1813.29,Fulfilled,2025-12-30,2025-12-30,0,0
64079,2024-02-12,111,21,1,3,20,4.0,745,47.76,35582.73,Fulfilled,2024-02-17,2024-02-22,1,0
78461,2024-05-20,75,13,3,3,22,1.0,810,45.14,36566.43,Fulfilled,2024-05-31,2024-05-31,0,0
57132,2023-12-31,120,12,2,3,4,4.0,625,21.79,13621.66,Fulfilled,2024-01-04,2024-01-04,0,0
169241,2025-12-27,80,12,2,2,57,3.0,536,61.66,33048.77,Fulfilled,2026-01-07,2026-01-08,1,0
22993,2023-06-01,31,8,8,1,15,2.0,956,278.7,266437.12,Fulfilled,2023-06-13,2023-06-16,1,0
97605,2024-09-24,115,8,8,4,13,3.0,1033,381.19,393774.08,Stockout,2024-10-07,2024-10-17,1,0
68610,2024-03-19,40,8,8,2,12,3.0,576,522.35,300874.07,Fulfilled,2024-04-04,2024-04-09,1,0
24835,2023-06-12,1,12,2,3,12,2.0,878,59.66,52381.0,Fulfilled,2023-06-26,2023-06-30,1,0
26380,2023-06-23,54,12,2,3,37,1.0,720,5.42,3905.15,Stockout,2023-06-30,2023-07-06,1,0
44720,2023-10-18,63,9,9,2,49,4.0,628,32.0,20096.59,Stockout,2023-10-29,2023-11-03,1,0
143447,2025-07-17,94,9,9,1,9,2.0,592,40.06,23717.99,Fulfilled,2025-07-24,2025-07-26,1,0
70861,2024-04-02,50,9,9,4,5,2.0,618,166.46,102875.12,Fulfilled,2024-04-13,2024-04-13,0,0
1881,2023-01-02,103,10,10,3,21,2.0,454,9.86,4476.37,Fulfilled,2023-01-09,2023-01-09,0,0
96224,2024-09-20,74,22,2,3,43,1.0,225,33.02,7429.42,Fulfilled,2024-09-25,2024-09-25,0,0
150051,2025-09-02,11,12,2,3,14,4.0,1213,11.8,14315.44,Fulfilled,2025-09-10,2025-09-10,0,0
6447,2023-02-08,43,22,2,5,53,1.0,543,43.16,23436.18,Stockout,2023-02-12,2023-02-20,1,0
79857,2024-06-07,2,20,10,3,27,3.0,837,8.42,7044.5,Fulfilled,2024-06-19,2024-06-23,1,0
45113,2023-10-21,105,4,4,5,12,4.0,694,14.67,10183.02,Fulfilled,2023-11-08,2023-11-10,1,0
153581,2025-09-22,50,15,5,2,5,1.0,528,167.45,88415.04,Fulfilled,2025-10-02,2025-10-02,0,0
3113,2023-01-16,8,19,9,2,21,2.0,1273,71.64,91197.54,Fulfilled,2023-01-26,2023-01-26,0,0
70164,2024-03-31,93,15,5,5,53,3.0,314,11.16,3503.37,Fulfilled,2024-04-04,2024-04-04,0,0
122635,2025-03-03,7,6,6,2,6,1.0,117,59.51,6962.27,Fulfilled,2025-03-11,2025-03-11,0,0
54557,2023-12-14,99,12,2,1,43,3.0,1252,9.28,11620.59,Stockout,2023-12-21,2023-12-28,1,0
113599,2025-01-05,29,8,8,4,47,2.0,251,76.48,19196.04,Fulfilled,2025-01-21,2025-01-21,0,0
138462,2025-06-17,9,17,7,3,37,4.0,350,5.55,1943.49,Fulfilled,2025-06-23,2025-06-23,0,0
54255,2023-12-14,68,8,8,1,18,4.0,821,12.42,10197.14,Fulfilled,2023-12-20,2023-12-20,0,0
58097,2024-01-02,112,18,8,2,8,3.0,320,31.94,10220.59,Fulfilled,2024-01-10,2024-01-10,0,0
24909,2023-06-18,9,13,3,5,37,4.0,243,5.52,1341.77,Fulfilled,2023-06-25,2023-06-25,0,0
135305,2025-05-26,11,9,9,1,14,1.0,1602,12.02,19254.35,Fulfilled,2025-06-03,2025-06-03,0,0
75446,2024-04-30,98,14,4,3,38,1.0,345,81.71,28188.33,Fulfilled,2024-05-05,2024-05-05,0,0
91614,2024-08-19,26,4,4,3,51,2.0,328,113.86,37344.78,Fulfilled,2024-08-25,2024-08-28,1,0
78181,2024-05-24,47,22,2,3,56,1.0,1510,183.32,276814.76,Fulfilled,2024-06-01,2024-06-01,0,0
141600,2025-07-10,3,5,5,3,56,1.0,692,25.99,17984.98,Fulfilled,2025-07-17,2025-07-17,0,0
127597,2025-03-31,87,14,4,2,9,4.0,620,138.98,86168.11,Fulfilled,2025-04-06,2025-04-06,0,0
126792,2025-03-28,120,21,1,4,4,1.0,406,21.53,8742.66,Fulfilled,2025-03-31,2025-03-31,0,0
35040,2023-08-17,82,4,4,1,41,1.0,437,4.32,1889.29,Fulfilled,2023-08-28,2023-08-29,1,0
98023,2024-10-05,42,9,9,4,50,3.0,658,7.05,4635.82,Fulfilled,2024-10-09,2024-10-09,0,0
18878,2023-05-02,38,16,6,2,26,1.0,561,35.11,19695.41,Fulfilled,2023-05-10,2023-05-12,1,0
153538,2025-09-23,46,14,4,4,52,2.0,88,23.53,2070.64,Fulfilled,2025-10-03,2025-10-04,1,0
66603,2024-03-10,45,15,5,3,50,1.0,288,5.88,1692.52,Fulfilled,2024-03-15,2024-03-18,1,0
52008,2023-11-28,75,21,1,3,22,2.0,1078,45.95,49531.77,Fulfilled,2023-12-10,2023-12-10,0,0
134911,2025-05-22,81,13,3,1,50,4.0,274,44.9,12302.53,Fulfilled,2025-05-27,2025-05-27,0,0
158609,2025-10-21,94,22,2,5,9,1.0,653,39.7,25926.52,Fulfilled,2025-10-28,2025-11-01,1,0
10255,2023-03-12,13,11,1,3,11,1.0,250,9.11,2276.66,Stockout,2023-03-23,2023-04-03,1,0
115792,2025-01-13,35,19,9,3,38,1.0,559,13.24,7402.36,Fulfilled,2025-01-18,2025-01-18,0,0
154486,2025-10-03,34,7,7,1,21,4.0,239,117.76,28143.78,Fulfilled,2025-10-13,2025-10-17,1,0
50916,2023-11-26,87,8,8,2,9,3.0,610,131.73,80352.54,Fulfilled,2023-12-01,2023-12-05,1,0
23936,2023-06-11,18,21,1,4,59,4.0,115,113.35,13035.8,Fulfilled,2023-06-16,2023-06-16,0,0
74896,2024-04-30,35,9,9,2,38,3.0,1038,13.63,14151.76,Fulfilled,2024-05-07,2024-05-07,0,0
141828,2025-07-07,31,21,1,3,15,1.0,232,281.43,65290.77,Fulfilled,2025-07-16,2025-07-20,1,0
154136,2025-09-23,118,1,1,2,17,4.0,1298,45.25,58739.04,Fulfilled,2025-10-07,2025-10-07,0,0
125532,2025-03-18,94,22,2,1,9,3.0,415,39.61,16440.07,Fulfilled,2025-03-25,2025-03-28,1,0
145270,2025-07-31,61,22,2,2,46,1.0,106,6.87,727.93,Fulfilled,2025-08-14,2025-08-14,0,0
24763,2023-06-06,111,8,8,1,20,4.0,1253,47.29,59251.68,Fulfilled,2023-06-12,2023-06-12,0,0
123536,2025-03-09,111,20,10,3,20,4.0,1258,48.14,60563.88,Fulfilled,2025-03-14,2025-03-14,0,0
43910,2023-10-15,105,13,3,2,12,2.0,361,14.32,5168.13,Fulfilled,2023-10-30,2023-10-30,0,0
154098,2025-09-26,112,18,8,5,8,2.0,393,31.31,12305.33,Fulfilled,2025-10-03,2025-10-03,0,0
103791,2024-11-05,19,16,6,5,25,3.0,333,17.82,5932.55,Fulfilled,2024-11-15,2024-11-15,0,0
106019,2024-11-23,2,7,7,3,27,4.0,761,8.39,6388.3,Partial,2024-12-04,2024-12-08,1,0
93640,2024-09-07,18,19,9,1,59,3.0,958,111.79,107097.64,Fulfilled,2024-09-12,2024-09-12,0,0
6053,2023-02-12,1,10,10,3,12,1.0,1096,59.11,64788.66,Fulfilled,2023-02-26,2023-02-26,0,0
44049,2023-10-22,1,11,1,1,12,4.0,2461,58.48,143922.55,Fulfilled,2023-11-04,2023-11-04,0,0
168163,2025-12-16,93,9,9,5,53,1.0,479,11.75,5629.68,Fulfilled,2025-12-20,2025-12-20,0,0
48083,2023-11-07,45,3,3,2,50,4.0,529,5.88,3108.55,Fulfilled,2023-11-12,2023-11-17,1,0
99537,2024-10-07,74,7,7,5,43,4.0,1558,32.97,51365.87,Fulfilled,2024-10-14,2024-10-14,0,0
85814,2024-07-08,76,4,4,4,48,4.0,69,21.92,1512.79,Fulfilled,2024-07-20,2024-07-23,1,0
142633,2025-07-16,4,10,10,4,32,1.0,514,13.28,6823.78,Fulfilled,2025-07-23,2025-07-23,0,0
35948,2023-08-26,65,19,9,3,34,1.0,1105,23.4,25853.09,Fulfilled,2023-09-10,2023-09-13,1,0
115891,2025-01-19,44,2,2,3,16,2.0,596,152.45,90862.21,Fulfilled,2025-01-29,2025-01-29,0,0
144587,2025-07-21,109,20,10,5,14,4.0,801,32.3,25871.38,Fulfilled,2025-07-28,2025-07-28,0,0
105206,2024-11-15,41,8,8,3,21,4.0,160,35.83,5733.25,Fulfilled,2024-11-25,2024-11-25,0,0
74111,2024-04-28,60,19,9,2,51,1.0,828,195.1,161544.31,Fulfilled,2024-05-03,2024-05-04,1,0
26064,2023-06-23,22,18,8,3,57,2.0,734,41.48,30445.32,Fulfilled,2023-07-03,2023-07-03,0,0
99479,2024-10-07,66,18,8,4,7,3.0,183,2.67,488.6,Fulfilled,2024-10-13,2024-10-13,0,0
105419,2024-11-11,57,7,7,1,33,1.0,711,92.06,65453.98,Fulfilled,2024-11-23,2024-11-24,1,0
53824,2023-12-13,28,5,5,5,31,1.0,456,29.13,13282.84,Fulfilled,2023-12-26,2023-12-26,0,0
12538,2023-03-23,34,6,6,4,21,2.0,399,114.82,45813.37,Fulfilled,2023-03-31,2023-03-31,0,0
141638,2025-07-09,8,19,9,4,21,3.0,1002,70.14,70275.65,Fulfilled,2025-07-17,2025-07-18,1,0
104639,2024-11-07,105,2,2,5,12,1.0,294,14.53,4273.2,Stockout,2024-11-23,2024-12-04,1,0
88489,2024-07-31,29,15,5,5,47,1.0,584,74.07,43259.79,Fulfilled,2024-08-16,2024-08-16,0,0
143712,2025-07-23,8,8,8,1,21,2.0,196,71.09,13934.54,Fulfilled,2025-08-02,2025-08-02,0,0
127654,2025-04-02,94,14,4,1,9,1.0,467,40.48,18902.19,Fulfilled,2025-04-07,2025-04-07,0,0
70711,2024-04-06,35,16,6,1,38,1.0,574,13.34,7656.15,Fulfilled,2024-04-12,2024-04-12,0,0
138409,2025-06-19,3,21,1,1,56,1.0,1060,26.36,27942.32,Fulfilled,2025-06-27,2025-06-27,0,0
85706,2024-07-12,63,4,4,4,49,1.0,1415,31.62,44745.12,Fulfilled,2024-07-23,2024-07-23,0,0
74800,2024-04-29,25,4,4,3,37,1.0,186,82.17,15283.76,Fulfilled,2024-05-04,2024-05-04,0,0
40563,2023-09-20,118,15,5,4,17,2.0,144,47.68,6866.15,Fulfilled,2023-10-02,2023-10-04,1,0
427,2023-01-07,47,10,10,3,56,2.0,509,178.14,90674.03,Fulfilled,2023-01-16,2023-01-16,0,0
59837,2024-01-21,76,4,4,2,48,1.0,43,21.62,929.84,Fulfilled,2024-02-05,2024-02-05,0,0
58491,2024-01-12,38,16,6,3,26,1.0,226,35.16,7945.79,Fulfilled,2024-01-19,2024-01-19,0,0
25427,2023-06-14,64,17,7,2,3,2.0,600,33.4,20038.05,Fulfilled,2023-06-21,2023-06-21,0,0
69996,2024-03-27,74,2,2,1,43,4.0,295,33.26,9811.92,Fulfilled,2024-04-03,2024-04-08,1,0
81592,2024-06-14,74,21,1,1,43,2.0,724,34.38,24887.81,Fulfilled,2024-06-20,2024-06-20,0,0
119954,2025-02-13,48,8,8,3,2,1.0,1042,81.82,85258.9,Stockout,2025-02-22,2025-02-26,1,0
15866,2023-04-14,51,11,1,1,52,2.0,103,185.28,19083.33,Fulfilled,2023-04-24,2023-04-28,1,0
115445,2025-01-10,114,19,9,5,51,1.0,409,82.9,33907.71,Fulfilled,2025-01-15,2025-01-15,0,0
150900,2025-09-01,109,21,1,5,14,1.0,955,32.07,30627.44,Fulfilled,2025-09-09,2025-09-09,0,0
63849,2024-02-13,78,17,7,1,36,3.0,451,99.3,44783.92,Fulfilled,2024-02-21,2024-02-21,0,0
90361,2024-08-17,2,8,8,5,27,1.0,334,8.34,2785.35,Fulfilled,2024-08-30,2024-08-30,0,0
150555,2025-09-04,64,11,1,3,3,1.0,927,33.08,30664.18,Fulfilled,2025-09-10,2025-09-10,0,0
22057,2023-05-26,40,20,10,1,12,3.0,488,503.39,245651.97,Fulfilled,2023-06-13,2023-06-13,0,0
30060,2023-07-20,3,1,1,3,56,2.0,836,25.51,21324.07,Fulfilled,2023-07-27,2023-07-27,0,0
131753,2025-05-03,80,22,2,1,57,3.0,1055,62.81,66260.09,Fulfilled,2025-05-13,2025-05-13,0,0
90568,2024-08-13,24,1,1,1,23,3.0,126,161.72,20376.12,Fulfilled,2024-08-19,2024-08-19,0,0
92434,2024-08-26,2,22,2,4,27,4.0,1124,8.62,9686.43,Fulfilled,2024-09-09,2024-09-09,0,0
28652,2023-07-04,74,10,10,1,43,2.0,383,33.29,12749.55,Fulfilled,2023-07-09,2023-07-09,0,0
117217,2025-01-20,84,5,5,1,53,2.0,274,49.19,13478.68,Fulfilled,2025-01-25,2025-01-25,0,0
956,2023-01-02,113,6,6,2,15,4.0,513,5.65,2896.36,Fulfilled,2023-01-12,2023-01-12,0,0
23620,2023-06-02,102,3,3,2,34,4.0,97,58.99,5722.48,Fulfilled,2023-06-17,2023-06-17,0,0
170277,2025-12-31,65,19,9,5,34,4.0,417,24.33,10144.88,Fulfilled,2026-01-13,2026-01-13,0,0
11388,2023-03-16,22,5,5,2,57,1.0,504,42.51,21425.64,Fulfilled,2023-03-27,2023-03-27,0,0
125223,2025-03-20,57,7,7,1,33,1.0,458,91.35,41837.83,Fulfilled,2025-04-04,2025-04-04,0,0
111458,2024-12-16,53,5,5,3,56,3.0,1194,3.53,4215.11,Fulfilled,2024-12-25,2024-12-25,0,0
60765,2024-01-28,69,11,1,4,25,2.0,578,212.71,122946.77,Fulfilled,2024-02-08,2024-02-09,1,0
81382,2024-06-10,51,22,2,3,52,1.0,108,183.8,19849.96,Fulfilled,2024-06-20,2024-06-20,0,0
40272,2023-09-22,80,6,6,2,57,1.0,594,61.86,36742.23,Fulfilled,2023-10-01,2023-10-01,0,0
134487,2025-05-20,35,19,9,2,38,1.0,885,13.35,11816.99,Fulfilled,2025-05-26,2025-05-26,0,0
94481,2024-09-05,116,15,5,2,17,1.0,209,81.63,17060.76,Fulfilled,2024-09-19,2024-09-19,0,0
21597,2023-05-19,108,21,1,3,27,1.0,448,66.9,29971.34,Fulfilled,2023-06-03,2023-06-03,0,0
126539,2025-03-30,87,21,1,3,9,1.0,848,136.96,116144.42,Fulfilled,2025-04-04,2025-04-09,1,0
33073,2023-08-01,104,18,8,2,31,2.0,114,38.54,4393.48,Partial,2023-08-14,2023-08-24,1,0
161939,2025-11-11,73,17,7,3,34,4.0,687,50.38,34613.78,Fulfilled,2025-11-26,2025-11-27,1,0
111129,2024-12-18,23,9,9,4,8,4.0,1211,142.28,172297.62,Fulfilled,2024-12-26,2024-12-26,0,0
104110,2024-11-08,49,11,1,3,35,1.0,25,91.11,2277.7,Fulfilled,2024-11-19,2024-11-19,0,0
168257,2025-12-18,105,4,4,2,12,2.0,777,14.76,11467.79,Fulfilled,2026-01-04,2026-01-05,1,0
147432,2025-08-12,74,4,4,2,43,1.0,631,33.02,20832.72,Fulfilled,2025-08-17,2025-08-17,0,0
126832,2025-04-05,3,1,1,2,56,2.0,977,26.34,25737.08,Fulfilled,2025-04-14,2025-04-14,0,0
147925,2025-08-24,15,12,2,2,13,1.0,1061,3.72,3944.41,Fulfilled,2025-09-04,2025-09-05,1,0
21127,2023-05-16,48,17,7,4,2,1.0,553,80.48,44503.73,Fulfilled,2023-05-24,2023-05-24,0,0
155157,2025-10-05,111,19,9,3,20,2.0,189,47.89,9051.27,Fulfilled,2025-10-11,2025-10-11,0,0
33287,2023-08-09,9,14,4,3,37,2.0,605,5.46,3306.22,Fulfilled,2023-08-15,2023-08-15,0,0
30165,2023-07-18,15,13,3,1,13,1.0,904,3.75,3391.54,Fulfilled,2023-08-01,2023-08-04,1,0
98543,2024-10-03,102,22,2,2,34,1.0,322,57.12,18393.12,Fulfilled,2024-10-16,2024-10-21,1,0
119758,2025-02-13,28,8,8,2,31,1.0,915,29.8,27270.57,Fulfilled,2025-02-28,2025-02-28,0,0
21407,2023-05-17,81,3,3,4,50,4.0,274,45.35,12426.22,Fulfilled,2023-05-21,2023-05-24,1,0
64194,2024-02-22,4,3,3,2,32,1.0,135,13.35,1801.71,Fulfilled,2024-02-27,2024-03-01,1,0
70400,2024-04-06,2,14,4,1,27,4.0,590,8.22,4847.58,Fulfilled,2024-04-20,2024-04-20,0,0
3398,2023-01-22,38,8,8,2,26,1.0,561,35.15,19718.6,Fulfilled,2023-01-29,2023-01-29,0,0
20550,2023-05-14,109,15,5,5,14,2.0,554,32.08,17773.35,Fulfilled,2023-05-23,2023-05-23,0,0
30535,2023-07-17,53,1,1,3,56,1.0,1177,3.61,4254.26,Fulfilled,2023-07-23,2023-07-23,0,0
24196,2023-06-07,45,11,1,2,50,1.0,906,5.93,5371.12,Fulfilled,2023-06-12,2023-06-15,1,0
70213,2024-03-27,99,12,2,1,43,3.0,491,9.29,4563.57,Fulfilled,2024-04-01,2024-04-01,0,0
75681,2024-05-08,6,14,4,1,5,3.0,700,24.03,16818.27,Fulfilled,2024-05-17,2024-05-20,1,0
137399,2025-06-13,8,8,8,3,21,4.0,380,70.71,26868.78,Fulfilled,2025-06-21,2025-06-21,0,0
133661,2025-05-13,56,4,4,3,47,2.0,1177,39.63,46641.72,Fulfilled,2025-06-01,2025-06-03,1,0
98263,2024-10-02,66,3,3,2,7,1.0,181,2.59,468.79,Fulfilled,2024-10-10,2024-10-11,1,0
20877,2023-05-19,25,13,3,3,37,2.0,344,81.93,28184.42,Fulfilled,2023-05-25,2023-05-25,0,0
37599,2023-09-10,18,4,4,3,59,4.0,1440,112.29,161700.15,Fulfilled,2023-09-16,2023-09-16,0,0
154768,2025-10-01,61,19,9,2,46,1.0,99,6.9,682.74,Fulfilled,2025-10-18,2025-10-21,1,0
153103,2025-09-17,120,8,8,3,4,1.0,327,22.01,7198.86,Fulfilled,2025-09-21,2025-09-26,1,0
12949,2023-03-21,75,10,10,3,22,1.0,120,45.02,5402.43,Stockout,2023-03-31,2023-04-10,1,0
159874,2025-10-29,104,12,2,2,31,2.0,139,37.56,5221.07,Fulfilled,2025-11-15,2025-11-15,0,0
