supplier_id,performance_month,order_count,on_time_count,fulfilled_count,avg_qty,total_revenue,otif_rate,fill_rate,supplier_name,avg_lead_time_days,defect_rate_observed,cost_variance_pct
14,2023-07-01,146,78,131,704.9041095890411,2282403.28,0.5342,0.8973,"Gaines, Harrell and Evans",9.7,0.0617,26.14
14,2023-08-01,150,92,141,704.18,2287243.37,0.6133,0.94,"Gaines, Harrell and Evans",9.3,0.0478,13.8
14,2023-09-01,145,91,139,709.4068965517241,2471434.49,0.6276,0.9586,"Gaines, Harrell and Evans",9.2,0.0605,32.42
14,2023-10-01,172,97,147,745.1918604651163,3407522.27,0.564,0.8547,"Gaines, Harrell and Evans",9.9,0.0508,32.39
14,2023-11-01,152,76,136,745.3947368421053,3102780.86,0.5,0.8947,"Gaines, Harrell and Evans",9.9,0.0383,30.24
14,2023-12-01,155,88,142,727.825806451613,2864081.0,0.5677,0.9161,"Gaines, Harrell and Evans",9.7,0.0368,22.54
14,2024-01-01,141,85,137,653.1205673758865,2068643.05,0.6028,0.9716,"Gaines, Harrell and Evans",9.1,0.0671,15.36
14,2024-02-01,121,81,116,630.5702479338843,1769377.53,0.6694,0.9587,"Gaines, Harrell and Evans",9.0,0.0638,21.48
14,2024-03-01,142,79,135,703.2676056338029,2308621.2,0.5563,0.9507,"Gaines, Harrell and Evans",9.4,0.0411,25.82
14,2024-04-01,137,80,132,713.8613138686131,2298493.1,0.5839,0.9635,"Gaines, Harrell and Evans",9.3,0.0412,21.39
14,2024-05-01,135,66,132,704.7851851851852,2237162.82,0.4889,0.9778,"Gaines, Harrell and Evans",9.7,0.0495,25.07
14,2024-06-01,135,73,128,729.6666666666666,2381682.88,0.5407,0.9481,"Gaines, Harrell and Evans",9.8,0.0449,17.01
14,2024-07-01,153,90,136,722.4771241830065,2565585.31,0.5882,0.8889,"Gaines, Harrell and Evans",9.6,0.0468,14.48
14,2024-08-01,136,79,132,709.1838235294117,2175916.59,0.5809,0.9706,"Gaines, Harrell and Evans",9.2,0.0433,26.33
14,2024-09-01,148,99,141,728.418918918919,2632092.93,0.6689,0.9527,"Gaines, Harrell and Evans",9.2,0.0592,32.6
14,2024-10-01,161,87,153,761.6894409937888,3033378.31,0.5404,0.9503,"Gaines, Harrell and Evans",9.8,0.0464,23.58
14,2024-11-01,160,82,141,760.93125,3230866.9,0.5125,0.8812,"Gaines, Harrell and Evans",10.1,0.0442,21.57
14,2024-12-01,149,91,138,715.4161073825503,2912796.9,0.6107,0.9262,"Gaines, Harrell and Evans",9.4,0.0477,17.35
14,2025-01-01,147,81,137,671.1496598639455,2114776.17,0.551,0.932,"Gaines, Harrell and Evans",9.4,0.0569,12.96
14,2025-02-01,129,86,123,648.6899224806201,1969986.45,0.6667,0.9535,"Gaines, Harrell and Evans",9.1,0.0634,21.93
14,2025-03-01,143,80,138,703.2167832167833,2208753.6,0.5594,0.965,"Gaines, Harrell and Evans",9.6,0.0489,18.42
14,2025-04-01,138,79,133,674.6014492753624,2526385.01,0.5725,0.9638,"Gaines, Harrell and Evans",9.5,0.0346,20.78
14,2025-05-01,147,75,135,708.8571428571429,2420328.85,0.5102,0.9184,"Gaines, Harrell and Evans",9.9,0.0367,28.67
14,2025-06-01,136,66,127,673.2352941176471,2331339.23,0.4853,0.9338,"Gaines, Harrell and Evans",9.7,0.0354,24.2
14,2025-07-01,142,87,134,722.7323943661971,2389676.41,0.6127,0.9437,"Gaines, Harrell and Evans",9.4,0.0384,12.96
14,2025-08-01,138,87,137,724.2173913043479,2488970.22,0.6304,0.9928,"Gaines, Harrell and Evans",9.1,0.0655,21.08
14,2025-09-01,131,83,128,699.6488549618321,2180444.62,0.6336,0.9771,"Gaines, Harrell and Evans",9.3,0.068,30.03
14,2025-10-01,152,89,147,726.1776315789474,2807606.33,0.5855,0.9671,"Gaines, Harrell and Evans",9.2,0.0351,22.36
14,2025-11-01,146,87,139,743.3561643835617,2880565.68,0.5959,0.9521,"Gaines, Harrell and Evans",9.2,0.0529,26.92
14,2025-12-01,151,90,137,742.5364238410596,3303197.54,0.596,0.9073,"Gaines, Harrell and Evans",9.6,0.0586,24.45
14,2026-01-01,28,19,27,746.4285714285714,570159.23,0.6786,0.9643,"Gaines, Harrell and Evans",9.2,0.0442,15.7
15,2023-01-01,152,80,146,347.1907894736842,8781904.47,0.5263,0.9605,"Lynch, Hernandez and Farmer",11.7,0.0867,22.96
15,2023-02-01,110,58,106,323.5181818181818,5877838.86,0.5273,0.9636,"Lynch, Hernandez and Farmer",11.8,0.1088,20.16
15,2023-03-01,126,63,123,425.0634920634921,8963317.01,0.5,0.9762,"Lynch, Hernandez and Farmer",12.0,0.0695,25.87
15,2023-04-01,124,71,118,441.8870967741936,9500680.05,0.5726,0.9516,"Lynch, Hernandez and Farmer",11.7,0.1007,21.3
15,2023-05-01,132,70,123,438.2121212121212,8662302.63,0.5303,0.9318,"Lynch, Hernandez and Farmer",12.1,0.0864,23.77
15,2023-06-01,129,57,120,416.4418604651163,9365464.78,0.4419,0.9302,"Lynch, Hernandez and Farmer",12.1,0.0962,23.99
15,2023-07-01,122,67,120,434.327868852459,8432980.98,0.5492,0.9836,"Lynch, Hernandez and Farmer",11.8,0.1096,30.32
15,2023-08-01,129,54,116,423.4031007751938,8369756.82,0.4186,0.8992,"Lynch, Hernandez and Farmer",12.1,0.0618,24.6
15,2023-09-01,131,64,119,450.4732824427481,10095417.29,0.4885,0.9084,"Lynch, Hernandez and Farmer",12.2,0.0678,23.19
15,2023-10-01,147,73,129,576.4625850340136,14760552.35,0.4966,0.8776,"Lynch, Hernandez and Farmer",12.3,0.0714,12.46
15,2023-11-01,138,59,114,627.4927536231884,15313090.42,0.4275,0.8261,"Lynch, Hernandez and Farmer",12.4,0.0839,13.35
15,2023-12-01,144,74,125,603.9027777777778,15251613.01,0.5139,0.8681,"Lynch, Hernandez and Farmer",12.2,0.0849,15.66
15,2024-01-01,122,67,118,310.327868852459,6227789.19,0.5492,0.9672,"Lynch, Hernandez and Farmer",11.7,0.0913,28.6
15,2024-02-01,118,68,116,322.3135593220339,5729005.72,0.5763,0.9831,"Lynch, Hernandez and Farmer",11.4,0.0824,27.01
15,2024-03-01,129,68,122,432.5348837209302,8979414.97,0.5271,0.9457,"Lynch, Hernandez and Farmer",12.0,0.0612,33.11
15,2024-04-01,128,68,120,471.28125,9897603.89,0.5312,0.9375,"Lynch, Hernandez and Farmer",12.0,0.0685,18.4
15,2024-05-01,133,74,122,432.8796992481203,10263731.22,0.5564,0.9173,"Lynch, Hernandez and Farmer",11.7,0.0702,23.19
15,2024-06-01,124,69,119,445.6370967741936,8851697.73,0.5565,0.9597,"Lynch, Hernandez and Farmer",11.9,0.0788,8.95
15,2024-07-01,125,62,119,440.328,8769501.36,0.496,0.952,"Lynch, Hernandez and Farmer",11.9,0.1163,29.06
15,2024-08-01,131,73,122,436.3969465648855,9174134.97,0.5573,0.9313,"Lynch, Hernandez and Farmer",12.0,0.0825,22.7
15,2024-09-01,123,56,115,441.3821138211382,9012122.65,0.4553,0.935,"Lynch, Hernandez and Farmer",11.9,0.0618,12.27
15,2024-10-01,143,67,129,559.965034965035,12892239.33,0.4685,0.9021,"Lynch, Hernandez and Farmer",12.3,0.0675,21.75
15,2024-11-01,134,60,119,608.6940298507462,13568916.07,0.4478,0.8881,"Lynch, Hernandez and Farmer",12.2,0.0763,23.53
15,2024-12-01,144,67,123,617.5972222222222,14696798.38,0.4653,0.8542,"Lynch, Hernandez and Farmer",12.6,0.0812,32.01
15,2025-01-01,132,68,120,400.3560606060606,8449523.28,0.5152,0.9091,"Lynch, Hernandez and Farmer",12.0,0.0921,24.6
15,2025-02-01,112,69,109,296.91964285714283,5340103.9,0.6161,0.9732,"Lynch, Hernandez and Farmer",11.4,0.079,30.39
15,2025-03-01,131,68,125,449.9389312977099,10222872.96,0.5191,0.9542,"Lynch, Hernandez and Farmer",11.7,0.1057,19.51
15,2025-04-01,123,72,119,429.0894308943089,8473396.35,0.5854,0.9675,"Lynch, Hernandez and Farmer",11.7,0.0771,21.56
15,2025-05-01,123,63,120,426.2032520325203,8292839.48,0.5122,0.9756,"Lynch, Hernandez and Farmer",11.8,0.0751,12.37
15,2025-06-01,122,73,119,435.75409836065575,9374423.46,0.5984,0.9754,"Lynch, Hernandez and Farmer",11.1,0.08,15.53
15,2025-07-01,131,76,124,437.9236641221374,9207560.58,0.5802,0.9466,"Lynch, Hernandez and Farmer",11.6,0.0766,18.72
15,2025-08-01,132,76,122,419.469696969697,9031875.67,0.5758,0.9242,"Lynch, Hernandez and Farmer",11.8,0.0689,3.03
15,2025-09-01,134,70,123,485.47014925373134,12185097.01,0.5224,0.9179,"Lynch, Hernandez and Farmer",11.9,0.0634,31.99
15,2025-10-01,139,69,123,598.589928057554,15410243.27,0.4964,0.8849,"Lynch, Hernandez and Farmer",12.1,0.0891,21.07
15,2025-11-01,143,78,117,618.5104895104895,14275058.99,0.5455,0.8182,"Lynch, Hernandez and Farmer",12.5,0.1055,39.85
15,2025-12-01,146,74,123,606.9794520547945,15963273.53,0.5068,0.8425,"Lynch, Hernandez and Farmer",12.5,0.0981,14.43
15,2026-01-01,19,10,18,566.4736842105264,1771641.66,0.5263,0.9474,"Lynch, Hernandez and Farmer",11.7,0.0935,23.79
16,2023-01-01,71,56,66,350.07042253521126,3528601.3,0.7887,0.9296,"Sellers, George and Burns",12.0,0.0653,9.62
16,2023-02-01,60,46,55,411.48333333333335,3593564.92,0.7667,0.9167,"Sellers, George and Burns",12.8,0.0653,13.86
16,2023-03-01,63,51,60,371.07936507936506,3211680.5,0.8095,0.9524,"Sellers, George and Burns",11.9,0.0555,18.67
16,2023-04-01,61,48,55,373.40983606557376,3167482.97,0.7869,0.9016,"Sellers, George and Burns",12.4,0.0621,10.18
16,2023-05-01,64,49,60,371.609375,3302369.82,0.7656,0.9375,"Sellers, George and Burns",12.2,0.0588,9.99
16,2023-06-01,58,44,56,351.3793103448276,2838632.71,0.7586,0.9655,"Sellers, George and Burns",11.9,0.0636,19.23
16,2023-07-01,61,42,58,390.1803278688525,3349972.29,0.6885,0.9508,"Sellers, George and Burns",12.4,0.0412,8.88
16,2023-08-01,65,49,61,357.32307692307694,3262660.38,0.7538,0.9385,"Sellers, George and Burns",12.4,0.0436,10.02
16,2023-09-01,57,43,53,381.10526315789474,3032305.3,0.7544,0.9298,"Sellers, George and Burns",12.2,0.0658,12.15
16,2023-10-01,64,39,57,392.359375,3427372.88,0.6094,0.8906,"Sellers, George and Burns",12.8,0.0466,13.34
16,2023-11-01,62,44,59,338.3225806451613,2805877.96,0.7097,0.9516,"Sellers, George and Burns",12.1,0.0644,12.74
16,2023-12-01,63,47,60,439.6666666666667,3787120.67,0.746,0.9524,"Sellers, George and Burns",12.3,0.0451,12.99
16,2024-01-01,62,50,62,357.6290322580645,3183175.53,0.8065,1.0,"Sellers, George and Burns",11.4,0.0599,8.97
16,2024-02-01,59,40,55,344.0169491525424,2843236.76,0.678,0.9322,"Sellers, George and Burns",12.5,0.0643,15.16
16,2024-03-01,63,46,57,375.5396825396825,3243627.61,0.7302,0.9048,"Sellers, George and Burns",12.7,0.0343,19.25
16,2024-04-01,58,45,55,374.7413793103448,3059632.46,0.7759,0.9483,"Sellers, George and Burns",12.2,0.0552,15.64
16,2024-05-01,66,49,62,368.0757575757576,3408912.58,0.7424,0.9394,"Sellers, George and Burns",12.2,0.0659,18.19
16,2024-06-01,60,44,58,356.9166666666667,3016642.44,0.7333,0.9667,"Sellers, George and Burns",12.6,0.0535,14.55
16,2024-07-01,67,47,58,371.3582089552239,3490166.19,0.7015,0.8657,"Sellers, George and Burns",12.7,0.048,17.82
16,2024-08-01,61,44,54,406.4918032786885,3582081.85,0.7213,0.8852,"Sellers, George and Burns",12.5,0.0398,7.04
16,2024-09-01,61,43,55,408.1147540983607,3436405.77,0.7049,0.9016,"Sellers, George and Burns",12.7,0.0476,11.25
16,2024-10-01,65,45,59,365.2307692307692,3237528.94,0.6923,0.9077,"Sellers, George and Burns",12.5,0.0386,14.8
16,2024-11-01,60,45,57,403.05,3296349.96,0.75,0.95,"Sellers, George and Burns",12.4,0.0498,17.95
16,2024-12-01,67,48,61,402.6268656716418,3736236.31,0.7164,0.9104,"Sellers, George and Burns",12.3,0.0417,7.68
16,2025-01-01,61,43,56,374.1475409836066,3300329.94,0.7049,0.918,"Sellers, George and Burns",12.6,0.0572,16.73
16,2025-02-01,57,41,51,374.49122807017545,2967931.87,0.7193,0.8947,"Sellers, George and Burns",12.8,0.0519,8.99
16,2025-03-01,62,41,56,388.0,3432745.06,0.6613,0.9032,"Sellers, George and Burns",12.6,0.0468,13.75
16,2025-04-01,62,42,53,374.7096774193548,3156595.46,0.6774,0.8548,"Sellers, George and Burns",12.8,0.0528,21.06
16,2025-05-01,63,42,55,378.1746031746032,3354572.46,0.6667,0.873,"Sellers, George and Burns",13.3,0.0591,11.26
16,2025-06-01,62,48,60,316.1774193548387,2759781.75,0.7742,0.9677,"Sellers, George and Burns",12.0,0.0525,23.68
16,2025-07-01,62,47,55,374.6612903225807,3252334.5,0.7581,0.8871,"Sellers, George and Burns",12.4,0.0607,4.09
16,2025-08-01,63,45,58,391.4920634920635,3407341.62,0.7143,0.9206,"Sellers, George and Burns",12.7,0.0458,10.85
16,2025-09-01,62,39,59,399.46774193548384,3522677.62,0.629,0.9516,"Sellers, George and Burns",12.9,0.0442,16.08
16,2025-10-01,57,43,54,378.7894736842105,2900892.86,0.7544,0.9474,"Sellers, George and Burns",12.4,0.0426,19.91
16,2025-11-01,63,50,56,399.8095238095238,3440504.76,0.7937,0.8889,"Sellers, George and Burns",12.4,0.0353,12.02
16,2025-12-01,65,43,55,396.26153846153846,3422349.37,0.6615,0.8462,"Sellers, George and Burns",12.8,0.0596,18.99
16,2026-01-01,7,3,6,408.2857142857143,368686.23,0.4286,0.8571,"Sellers, George and Burns",12.7,0.0475,7.07
17,2023-01-01,79,58,74,391.746835443038,2028003.67,0.7342,0.9367,Koch-Decker,16.2,0.0355,13.38
17,2023-02-01,61,33,58,362.2131147540984,1403622.47,0.541,0.9508,Koch-Decker,16.6,0.0375,6.44
17,2023-03-01,66,46,60,460.6060606060606,2054071.3,0.697,0.9091,Koch-Decker,16.5,0.0277,14.83
17,2023-04-01,66,43,62,408.74242424242425,1815184.18,0.6515,0.9394,Koch-Decker,16.8,0.0328,18.01
17,2023-05-01,68,43,63,444.61764705882354,2090076.63,0.6324,0.9265,Koch-Decker,17.0,0.0248,10.05
17,2023-06-01,64,49,62,389.421875,1737500.02,0.7656,0.9688,Koch-Decker,16.1,0.0294,9.17
17,2023-07-01,70,50,62,454.1857142857143,2155085.37,0.7143,0.8857,Koch-Decker,16.6,0.0247,18.74
17,2023-08-01,65,41,62,456.75384615384615,2001731.9,0.6308,0.9538,Koch-Decker,16.5,0.0436,11.07
17,2023-09-01,70,50,63,480.7,2303411.38,0.7143,0.9,Koch-Decker,16.7,0.0256,18.94
17,2023-10-01,70,40,62,558.3,2785410.32,0.5714,0.8857,Koch-Decker,16.9,0.0299,13.31
17,2023-11-01,66,47,58,619.0454545454545,2908068.64,0.7121,0.8788,Koch-Decker,16.2,0.0338,14.8
17,2023-12-01,74,48,65,548.9864864864865,2932845.51,0.6486,0.8784,Koch-Decker,17.0,0.0414,11.49
17,2024-01-01,65,46,61,417.2153846153846,1747072.77,0.7077,0.9385,Koch-Decker,16.6,0.0355,10.02
17,2024-02-01,64,43,56,369.109375,1540989.85,0.6719,0.875,Koch-Decker,17.1,0.0303,12.11
17,2024-03-01,70,45,70,409.9428571428571,1937869.66,0.6429,1.0,Koch-Decker,16.3,0.0306,8.68
17,2024-04-01,61,40,58,483.2622950819672,2018063.29,0.6557,0.9508,Koch-Decker,16.8,0.0326,16.48
17,2024-05-01,69,57,67,411.3478260869565,1892466.84,0.8261,0.971,Koch-Decker,15.9,0.0385,14.42
17,2024-06-01,68,46,61,471.55882352941177,2177172.18,0.6765,0.8971,Koch-Decker,16.8,0.0277,15.87
17,2024-07-01,72,48,61,480.69444444444446,2324469.86,0.6667,0.8472,Koch-Decker,16.9,0.0413,11.57
17,2024-08-01,61,45,58,435.7704918032787,1724840.33,0.7377,0.9508,Koch-Decker,16.1,0.0372,14.67
17,2024-09-01,68,49,62,455.75,2071808.55,0.7206,0.9118,Koch-Decker,16.5,0.0371,15.82
17,2024-10-01,71,48,64,522.8028169014085,2696763.71,0.6761,0.9014,Koch-Decker,16.7,0.0409,14.18
17,2024-11-01,71,49,65,617.1971830985915,3094233.2,0.6901,0.9155,Koch-Decker,16.6,0.0371,3.38
17,2024-12-01,75,48,65,608.8666666666667,3255945.28,0.64,0.8667,Koch-Decker,17.1,0.0282,14.15
17,2025-01-01,68,42,62,450.0,2089768.04,0.6176,0.9118,Koch-Decker,17.0,0.037,9.38
17,2025-02-01,62,45,56,377.4193548387097,1566721.12,0.7258,0.9032,Koch-Decker,16.0,0.0291,15.36
17,2025-03-01,66,48,63,431.74242424242425,1873028.06,0.7273,0.9545,Koch-Decker,16.2,0.0337,13.27
17,2025-04-01,62,39,56,456.483870967742,1957335.49,0.629,0.9032,Koch-Decker,16.9,0.0293,6.2
17,2025-05-01,73,50,71,452.7534246575343,2159432.32,0.6849,0.9726,Koch-Decker,16.7,0.028,9.76
17,2025-06-01,64,45,62,445.609375,1899123.64,0.7031,0.9688,Koch-Decker,16.2,0.0352,12.07
17,2025-07-01,70,48,67,478.4857142857143,2328310.75,0.6857,0.9571,Koch-Decker,16.2,0.0374,14.01
17,2025-08-01,64,41,55,476.90625,2119096.15,0.6406,0.8594,Koch-Decker,16.8,0.028,17.42
17,2025-09-01,67,44,63,483.6119402985075,2283013.8,0.6567,0.9403,Koch-Decker,15.9,0.0319,13.43
17,2025-10-01,70,42,60,499.1,2491636.32,0.6,0.8571,Koch-Decker,17.1,0.0432,11.86
17,2025-11-01,73,46,62,630.917808219178,3246680.62,0.6301,0.8493,Koch-Decker,17.0,0.0308,12.46
17,2025-12-01,70,42,58,602.7714285714286,3035592.18,0.6,0.8286,Koch-Decker,17.5,0.0306,13.75
17,2026-01-01,10,6,9,566.3,431683.54,0.6,0.9,Koch-Decker,16.7,0.0344,16.3
18,2023-01-01,27,20,24,896.3333333333334,302105.03,0.7407,0.8889,Brown PLC,7.6,0.0477,11.61
18,2023-02-01,18,12,17,897.7222222222222,204000.08,0.6667,0.9444,Brown PLC,7.3,0.0595,9.99
18,2023-03-01,24,14,21,860.7083333333334,259613.77,0.5833,0.875,Brown PLC,7.4,0.0438,18.76
18,2023-04-01,27,14,22,874.7037037037037,296191.22,0.5185,0.8148,Brown PLC,8.6,0.0402,15.45
18,2023-05-01,24,15,22,881.7083333333334,262771.56,0.625,0.9167,Brown PLC,7.3,0.0497,10.27
18,2023-06-01,24,16,21,848.625,254127.44,0.6667,0.875,Brown PLC,7.5,0.0637,3.98
18,2023-07-01,21,18,21,844.1904761904761,222764.24,0.8571,1.0,Brown PLC,6.2,0.0578,3.56
18,2023-08-01,22,16,21,827.0,226160.56,0.7273,0.9545,Brown PLC,7.4,0.0624,8.96
18,2023-09-01,19,16,19,810.6315789473684,192656.96,0.8421,1.0,Brown PLC,5.8,0.0484,9.24
18,2023-10-01,24,17,21,876.5833333333334,262175.17,0.7083,0.875,Brown PLC,7.5,0.0658,12.77
18,2023-11-01,21,15,20,865.1904761904761,227982.23,0.7143,0.9524,Brown PLC,6.9,0.0344,21.09
18,2023-12-01,23,15,20,860.4347826086956,247350.23,0.6522,0.8696,Brown PLC,8.3,0.0614,14.33
18,2024-01-01,23,19,23,864.7391304347826,248639.08,0.8261,1.0,Brown PLC,6.9,0.0356,9.59
18,2024-02-01,21,17,20,845.5714285714286,220615.99,0.8095,0.9524,Brown PLC,6.5,0.0671,12.34
18,2024-03-01,24,20,24,816.2916666666666,244301.18,0.8333,1.0,Brown PLC,7.1,0.0451,8.68
18,2024-04-01,24,16,20,854.1666666666666,256542.41,0.6667,0.8333,Brown PLC,7.5,0.054,9.11
18,2024-05-01,21,16,20,897.2380952380952,237328.37,0.7619,0.9524,Brown PLC,7.0,0.0562,10.08
18,2024-06-01,25,20,25,852.72,267165.2,0.8,1.0,Brown PLC,6.6,0.0365,6.3
18,2024-07-01,17,14,16,880.7647058823529,186671.33,0.8235,0.9412,Brown PLC,6.5,0.0347,5.64
18,2024-08-01,23,18,23,878.2608695652174,252400.81,0.7826,1.0,Brown PLC,6.3,0.0364,14.06
18,2024-09-01,19,15,19,766.0,182836.5,0.7895,1.0,Brown PLC,6.7,0.0479,4.21
18,2024-10-01,18,12,17,895.1666666666666,202665.62,0.6667,0.9444,Brown PLC,7.1,0.0445,9.68
18,2024-11-01,28,20,23,825.1428571428571,287586.78,0.7143,0.8214,Brown PLC,8.1,0.0429,6.99
18,2024-12-01,27,17,25,848.2592592592592,285319.77,0.6296,0.9259,Brown PLC,7.9,0.0641,3.63
18,2025-01-01,20,10,19,858.05,215757.47,0.5,0.95,Brown PLC,7.8,0.0601,7.99
18,2025-02-01,23,20,21,883.1739130434783,255006.34,0.8696,0.913,Brown PLC,6.9,0.0559,16.11
18,2025-03-01,23,12,18,907.8260869565216,259349.4,0.5217,0.7826,Brown PLC,8.3,0.0647,13.33
18,2025-04-01,22,17,22,827.7272727272727,227556.54,0.7727,1.0,Brown PLC,6.8,0.0605,11.24
18,2025-05-01,21,14,21,859.047619047619,225784.84,0.6667,1.0,Brown PLC,6.7,0.0371,9.49
18,2025-06-01,26,21,25,875.3461538461538,284900.17,0.8077,0.9615,Brown PLC,6.8,0.0496,13.55
18,2025-07-01,20,19,20,899.5,224937.38,0.95,1.0,Brown PLC,6.0,0.0493,16.69
18,2025-08-01,20,15,19,830.05,207909.56,0.75,0.95,Brown PLC,6.5,0.0559,9.32
18,2025-09-01,18,15,17,1020.7222222222222,229125.01,0.8333,0.9444,Brown PLC,6.8,0.0659,11.9
18,2025-10-01,27,18,24,864.8518518518518,293094.23,0.6667,0.8889,Brown PLC,7.9,0.0644,8.53
18,2025-11-01,26,13,21,883.2692307692307,287382.63,0.5,0.8077,Brown PLC,8.4,0.0554,3.88
18,2025-12-01,21,18,21,841.7142857142857,221376.35,0.8571,1.0,Brown PLC,6.4,0.0644,6.26
18,2026-01-01,2,1,1,888.0,22454.69,0.5,0.5,Brown PLC,8.5,0.0564,12.43
19,2023-01-01,47,39,45,370.06382978723406,730144.37,0.8298,0.9574,Miller Group,6.0,0.0038,9.49
19,2023-02-01,37,33,35,346.0,539404.63,0.8919,0.9459,Miller Group,5.9,0.0038,6.08
19,2023-03-01,38,35,36,366.10526315789474,585303.0,0.9211,0.9474,Miller Group,5.9,0.0043,6.29
19,2023-04-01,40,37,39,367.4,617046.45,0.925,0.975,Miller Group,5.6,0.004,4.08
19,2023-05-01,41,38,40,349.8048780487805,603104.07,0.9268,0.9756,Miller Group,5.7,0.0052,5.57
19,2023-06-01,37,32,35,368.05405405405406,574401.47,0.8649,0.9459,Miller Group,5.7,0.0041,6.64
19,2023-07-01,41,32,37,378.7560975609756,654122.05,0.7805,0.9024,Miller Group,6.0,0.004,4.35
19,2023-08-01,43,37,41,326.72093023255815,588946.97,0.8605,0.9535,Miller Group,5.8,0.0043,5.41
19,2023-09-01,40,34,39,327.975,551868.37,0.85,0.975,Miller Group,5.9,0.0048,8.34
19,2023-10-01,38,32,38,321.4736842105263,514993.73,0.8421,1.0,Miller Group,5.6,0.0057,4.54
19,2023-11-01,37,34,36,383.1621621621622,594789.9,0.9189,0.973,Miller Group,5.6,0.0054,8.15
19,2023-12-01,42,40,41,373.2142857142857,660858.85,0.9524,0.9762,Miller Group,5.5,0.0037,5.93
19,2024-01-01,39,33,38,345.12820512820514,568223.9299999999,0.8462,0.9744,Miller Group,6.1,0.0041,6.06
19,2024-02-01,38,35,38,414.89473684210526,661862.57,0.9211,1.0,Miller Group,5.3,0.005,6.49
19,2024-03-01,41,34,40,373.4146341463415,644825.61,0.8293,0.9756,Miller Group,5.7,0.0057,4.36
19,2024-04-01,38,36,38,374.3421052631579,593680.14,0.9474,1.0,Miller Group,5.3,0.003,3.32
19,2024-05-01,41,37,38,325.3170731707317,560980.85,0.9024,0.9268,Miller Group,5.8,0.0034,2.91
19,2024-06-01,38,33,37,421.8421052631579,673050.48,0.8684,0.9737,Miller Group,5.7,0.0042,3.15
19,2024-07-01,40,32,37,409.525,687418.75,0.8,0.925,Miller Group,5.8,0.0037,7.2
19,2024-08-01,40,33,37,341.75,576157.45,0.825,0.925,Miller Group,6.1,0.0051,6.78
19,2024-09-01,40,32,39,364.95,611866.33,0.8,0.975,Miller Group,6.1,0.0038,7.47
19,2024-10-01,43,39,41,343.2093023255814,616863.3,0.907,0.9535,Miller Group,5.9,0.0031,5.16
19,2024-11-01,33,29,31,346.1515151515151,481200.89,0.8788,0.9394,Miller Group,5.8,0.0049,6.76
19,2024-12-01,43,36,40,350.8837209302326,634576.93,0.8372,0.9302,Miller Group,6.1,0.0048,7.03
19,2025-01-01,39,34,39,309.56410256410254,508941.21,0.8718,1.0,Miller Group,5.4,0.0054,4.84
19,2025-02-01,38,35,37,368.92105263157896,590781.56,0.9211,0.9737,Miller Group,5.6,0.003,4.17
19,2025-03-01,38,30,37,368.078947368421,589813.7,0.7895,0.9737,Miller Group,6.2,0.0038,7.93
19,2025-04-01,38,31,37,337.2368421052632,539987.52,0.8158,0.9737,Miller Group,5.9,0.0057,6.52
19,2025-05-01,42,39,42,367.2619047619048,652481.46,0.9286,1.0,Miller Group,5.6,0.0037,5.55
19,2025-06-01,37,31,33,402.6756756756757,625268.8200000001,0.8378,0.8919,Miller Group,6.0,0.005,7.55
19,2025-07-01,39,38,39,304.56410256410254,500144.88,0.9744,1.0,Miller Group,5.3,0.0034,7.72
19,2025-08-01,41,36,39,353.8048780487805,610909.7,0.878,0.9512,Miller Group,6.1,0.0055,3.84
19,2025-09-01,38,34,37,385.578947368421,615861.64,0.8947,0.9737,Miller Group,5.6,0.0037,6.72
19,2025-10-01,40,35,39,327.925,552517.97,0.875,0.975,Miller Group,5.7,0.0033,6.87
19,2025-11-01,39,28,36,330.4102564102564,541665.83,0.7179,0.9231,Miller Group,6.5,0.0051,4.23
19,2025-12-01,44,35,40,341.70454545454544,634425.7,0.7955,0.9091,Miller Group,6.2,0.0056,4.71
19,2026-01-01,3,2,3,285.0,35966.79,0.6667,1.0,Miller Group,6.7,0.0054,9.82
20,2023-01-01,121,93,111,849.801652892562,4871456.28,0.7686,0.9174,Spence PLC,6.7,0.0239,6.92
20,2023-02-01,103,74,91,863.9611650485436,4240069.61,0.7184,0.8835,Spence PLC,6.8,0.0195,7.42
20,2023-03-01,110,88,100,875.709090909091,4573666.38,0.8,0.9091,Spence PLC,6.6,0.0174,3.88
20,2023-04-01,90,69,84,887.5111111111111,3800715.95,0.7667,0.9333,Spence PLC,6.4,0.0168,6.22
20,2023-05-01,94,77,87,874.3617021276596,3894032.66,0.8191,0.9255,Spence PLC,6.5,0.0181,3.53
20,2023-06-01,91,73,84,830.7472527472528,3594918.27,0.8022,0.9231,Spence PLC,6.6,0.0238,7.66
20,2023-07-01,107,86,99,902.6728971962616,4609404.85,0.8037,0.9252,Spence PLC,6.6,0.0143,11.19
20,2023-08-01,94,74,87,865.1595744680851,3862729.05,0.7872,0.9255,Spence PLC,6.6,0.0152,7.8
20,2023-09-01,93,68,85,851.483870967742,3773240.62,0.7312,0.914,Spence PLC,6.7,0.0179,8.64
20,2023-10-01,92,76,91,841.054347826087,3693001.58,0.8261,0.9891,Spence PLC,6.2,0.0275,9.02
20,2023-11-01,92,69,77,911.391304347826,3986824.48,0.75,0.837,Spence PLC,7.3,0.0214,9.72
